NA	NA	15584	NA	33124	360	1853193	29507	181	42116	189	81	311	17679	396	77
NA	NA	15027	NA	34651	357	1854648	30454	227	41849	147	85	300	17310	392	78
NA	NA	14857	NA	37741	349	1857751	31368	177	37932	147	119	336	16724	369	67
NA	NA	15992	NA	34383	417	1854477	29962	193	42824	203	82	302	16773	386	75
NA	NA	15142	NA	33711	325	1853695	29604	191	42518	179	77	299	18073	401	86
NA	NA	13913	NA	39714	325	1859602	33338	192	36166	113	125	350	15826	321	50
NA	NA	16161	NA	30850	413	1850903	27711	170	43334	205	48	268	18794	417	88
NA	NA	14595	NA	37537	328	1857439	32023	228	38477	142	89	330	16294	357	54
NA	NA	14660	NA	32099	334	1852131	30830	231	43019	197	58	334	17225	377	72
NA	NA	13755	NA	38986	320	1858985	32953	190	37916	135	125	348	16266	355	71
NA	NA	16135	NA	37338	449	1857446	30310	227	40337	167	110	306	16314	357	66
NA	NA	15369	NA	33369	391	1853347	28474	167	41610	203	58	292	18944	396	85
NA	NA	14412	NA	39019	347	1858892	32445	205	38293	143	101	333	16139	352	53
NA	NA	14044	NA	36169	287	1855988	31103	143	37681	114	86	321	17911	374	70
NA	NA	15712	NA	33115	333	1853160	28824	195	42675	168	79	327	18254	388	95
NA	NA	16195	NA	33991	372	1853985	28691	195	41848	217	77	266	17887	357	83
NA	NA	14144	NA	37262	338	1857135	31939	171	38314	139	94	307	16904	386	57
NA	NA	15586	NA	34792	356	1854875	30761	207	41594	189	95	306	16416	402	66
NA	NA	16405	NA	33829	381	1853862	28257	179	42215	198	79	294	18125	377	89
NA	NA	14088	NA	33444	329	1853414	32032	222	40980	163	73	315	16684	398	53
NA	NA	13995	NA	32547	312	1852440	29726	182	41422	151	79	261	19162	406	96
NA	NA	16328	NA	36514	423	1856535	29801	185	40192	193	96	292	16703	360	59
NA	NA	15501	NA	37306	365	1857226	30247	166	39430	167	87	330	17205	359	55
NA	NA	13963	NA	37402	366	1857308	32477	199	37515	121	84	336	16487	357	62
NA	NA	15577	NA	31803	314	1851785	28231	147	41407	158	74	269	19018	391	110
NA	NA	15094	NA	39067	363	1859109	31713	213	38234	153	118	362	16098	357	46
NA	NA	14226	NA	35381	404	1855438	32545	212	40202	171	82	355	16020	358	55
NA	NA	14895	NA	34884	314	1854829	30933	218	40270	161	79	333	17034	360	72
NA	NA	14786	NA	35114	345	1855041	30187	175	39276	190	92	284	17938	378	72
NA	NA	15348	NA	36695	375	1856620	30426	179	38944	168	93	313	17166	349	62
NA	NA	14984	NA	37017	370	1857141	31423	230	39740	179	111	343	16370	372	51
NA	NA	14329	NA	34039	304	1853944	30621	167	40200	154	83	300	17979	403	79
NA	NA	15563	NA	32058	379	1852187	29288	200	42753	185	71	319	17822	418	86
