Tf.aT_id	TarGeT.aT_id
AT2G36270	AT1G04310
AT2G36270	AT1G21680
AT2G36270	AT1G69490
AT2G36270	AT2G18050
AT2G36270	AT2G39980
AT2G36270	AT3G26510
AT2G36270	AT4G11360
AT2G36270	AT4G14270
AT2G36270	AT5G07010
AT2G36270	AT5G44260
AT2G36270	AT5G49700
AT2G36270	AT5G57660
AT2G36270	AT1G06570
AT2G36270	AT1G08630
AT2G36270	AT1G15670
AT2G36270	AT1G25560
AT2G36270	AT1G56220
AT2G36270	AT1G71030
AT2G36270	AT1G76410
AT2G36270	AT2G02710
AT2G36270	AT2G04550
AT2G36270	AT2G17880
AT2G36270	AT2G18700
AT2G36270	AT2G22680
AT2G36270	AT2G25900
AT2G36270	AT2G36220
AT2G36270	AT2G38400
AT2G36270	AT2G38820
AT2G36270	AT2G40970
AT2G36270	AT2G44130
AT2G36270	AT3G14595
AT2G36270	AT3G49790
AT2G36270	AT3G59940
AT2G36270	AT4G01120
AT2G36270	AT4G08330
AT2G36270	AT5G04760
AT2G36270	AT5G11090
AT2G36270	AT5G14780
AT2G36270	AT5G16110
AT2G36270	AT5G54080
AT2G36270	AT5G57240
AT2G36270	AT5G57900
AT2G36270	AT5G58650
AT2G36270	AT5G64260
AT2G36270	AT1G64660
AT2G36270	AT2G01570
AT2G36270	AT2G22430
AT2G36270	AT2G42620
AT2G36270	AT2G43060
AT2G36270	AT3G11690
AT2G36270	AT3G53420
AT2G36270	AT5G47560
AT2G36270	AT5G60850
AT2G36270	AT1G22640
AT2G36270	AT1G23390
AT2G36270	AT1G52880
AT2G36270	AT1G53560
AT2G36270	AT2G15320
AT2G36270	AT2G21970
AT2G36270	AT3G13720
AT2G36270	AT3G14067
AT2G36270	AT3G16850
AT2G36270	AT3G45600
AT2G36270	AT3G49220
AT2G36270	AT3G61260
AT2G36270	AT5G01520
AT2G36270	AT5G20700
AT2G36270	AT1G04610
AT2G36270	AT1G06980
AT2G36270	AT1G53180
AT2G36270	AT1G75590
AT2G36270	AT2G18010
AT2G36270	AT2G37640
AT2G36270	AT3G08030
AT2G36270	AT4G12730
AT2G36270	AT4G25260
AT2G36270	AT4G27260
AT2G36270	AT4G28720
AT2G36270	AT4G35720
AT2G36270	AT5G12940
AT2G36270	AT5G47370
AT2G36270	AT5G66590
AT2G36270	AT1G22330
AT2G36270	AT1G53700
AT2G36270	AT1G76240
AT2G36270	AT2G45400
AT2G36270	AT3G08670
AT2G36270	AT3G50340
AT2G36270	AT4G32890
AT2G36270	AT5G02550
AT2G36270	AT5G22940
AT2G36270	AT5G51670
AT2G36270	AT5G54510
AT2G36270	AT5G67060
AT2G36270	AT1G01520
AT2G36270	AT1G79270
AT2G36270	AT2G36630
AT2G36270	AT4G34000
AT2G36270	AT1G21410
AT2G36270	AT1G48100
AT2G36270	AT1G64780
AT2G36270	AT1G64900
AT2G36270	AT1G75810
AT2G36270	AT2G24540
AT2G36270	AT2G27420
AT2G36270	AT2G31750
AT2G36270	AT2G41870
AT2G36270	AT3G16910
AT2G36270	AT3G24190
AT2G36270	AT3G27170
AT2G36270	AT4G13010
AT2G36270	AT4G27657
AT2G36270	AT4G33660
AT2G36270	AT5G06980
AT2G36270	AT5G24850
AT2G36270	AT5G52570
AT2G36270	AT5G53970
AT2G36270	AT5G54300
AT2G36270	AT1G75440
AT2G36270	AT2G19580
AT2G36270	AT3G10985
AT2G36270	AT4G14130
AT2G36270	AT5G01740
AT2G36270	AT1G07090
AT2G36270	AT1G23040
AT2G36270	AT1G52140
AT2G36270	AT1G71960
AT2G36270	AT2G22850
AT2G36270	AT2G28110
AT2G36270	AT2G40900
AT2G36270	AT3G60490
AT2G36270	AT4G14010
AT2G36270	AT4G23410
AT2G36270	AT5G09440
AT2G36270	AT5G37540
AT2G36270	AT1G16850
AT2G36270	AT1G68620
AT2G36270	AT1G77450
AT2G36270	AT2G18550
AT2G36270	AT2G35950
AT2G36270	AT2G36270
AT2G36270	AT2G41010
AT2G36270	AT2G46270
AT2G36270	AT2G47770
AT2G36270	AT3G17520
AT2G36270	AT3G29575
AT2G36270	AT4G10040
AT2G36270	AT4G17550
AT2G36270	AT4G36740
AT2G36270	AT5G47420
AT2G36270	AT5G50360
AT2G36270	AT5G54490
AT2G36270	AT5G66700
AT2G36270	AT1G01720
AT2G36270	AT1G05100
AT2G36270	AT1G07430
AT2G36270	AT1G14200
AT2G36270	AT1G48000
AT2G36270	AT1G56600
AT2G36270	AT1G60190
AT2G36270	AT1G61890
AT2G36270	AT1G69260
AT2G36270	AT1G69480
AT2G36270	AT2G30140
AT2G36270	AT3G02480
AT2G36270	AT3G04000
AT2G36270	AT3G61630
AT2G36270	AT4G01870
AT2G36270	AT4G05020
AT2G36270	AT4G37370
AT2G36270	AT5G04340
AT2G36270	AT5G05220
AT2G36270	AT5G13330
AT2G36270	AT5G22290
AT2G36270	AT5G57050
AT2G36270	AT5G61820
AT2G36270	AT5G62480
AT2G36270	AT5G63790
AT2G36270	AT2G37660
AT2G36270	AT1G03630
AT2G36270	AT5G18570
AT2G36270	AT4G34290
AT2G36270	AT5G53490
AT2G36270	AT4G30620
AT2G36270	AT4G03150
AT2G36270	AT3G55800
AT2G36270	AT4G04890
AT2G36270	AT3G09210
AT2G36270	AT5G16715
AT2G36270	AT4G17560
AT2G36270	AT4G11175
AT2G36270	AT3G14330
AT2G36270	AT5G55740
AT2G36270	AT4G34830
AT2G36270	AT3G23670
AT2G36270	AT3G45980
AT2G36270	AT3G55660
AT2G36270	AT2G16440
AT2G36270	AT2G31270
AT2G36270	AT4G24790
AT2G36270	AT3G14890
AT2G36270	AT3G19590
AT2G36270	AT1G49870
AT2G36270	AT3G52110
AT2G36270	AT1G02730
AT2G36270	AT3G53190
AT2G36270	AT1G73590
AT2G36270	AT4G14770
AT2G36270	AT1G19850
AT2G36270	AT5G23420
AT2G36270	AT2G17560
AT2G36270	AT1G04020
AT2G36270	AT1G48610
AT2G36270	AT4G01730
AT2G36270	AT3G20670
AT2G36270	AT3G53650
AT2G36270	AT2G37470
AT2G36270	AT3G27360
AT2G36270	AT3G27330
AT2G36270	AT5G51560
AT2G36270	AT4G36180
AT2G36270	AT1G69610
AT2G36270	AT1G74000
AT2G36270	AT2G28250
AT2G36270	AT2G37260
AT2G36270	AT3G18170
AT2G36270	AT4G39940
AT2G36270	AT1G11840
AT2G36270	AT5G55180
AT2G36270	AT5G17220
AT2G36270	AT2G38760
AT2G36270	AT2G01910
AT2G36270	AT4G34160
AT2G36270	AT2G39220
AT2G36270	AT5G48850
AT2G36270	AT1G58270
AT2G36270	AT3G09540
AT2G36270	AT1G01120
AT2G36270	AT5G13930
AT2G36270	AT5G42800
AT2G36270	AT5G08640
AT2G36270	AT4G29740
AT2G36270	AT4G30530
AT2G36270	AT1G59970
