Tf.aT_id	TarGeT.aT_id
AT1G22640	AT1G04310
AT1G22640	AT1G21680
AT1G22640	AT1G26800
AT1G22640	AT1G69490
AT1G22640	AT1G73480
AT1G22640	AT1G75490
AT1G22640	AT2G33830
AT1G22640	AT2G44080
AT1G22640	AT3G03870
AT1G22640	AT3G15770
AT1G22640	AT3G23150
AT1G22640	AT3G26510
AT1G22640	AT4G05070
AT1G22640	AT4G11360
AT1G22640	AT5G02020
AT1G22640	AT5G07000
AT1G22640	AT5G07010
AT1G22640	AT5G19120
AT1G22640	AT5G25350
AT1G22640	AT5G27320
AT1G22640	AT5G39610
AT1G22640	AT5G44260
AT1G22640	AT5G57660
AT1G22640	AT1G03610
AT1G22640	AT1G06570
AT1G22640	AT1G23870
AT1G22640	AT1G27290
AT1G22640	AT1G49210
AT1G22640	AT1G68840
AT1G22640	AT1G71030
AT1G22640	AT1G76410
AT1G22640	AT1G79700
AT1G22640	AT2G04550
AT1G22640	AT2G17880
AT1G22640	AT2G19810
AT1G22640	AT2G22680
AT1G22640	AT2G27830
AT1G22640	AT2G36080
AT1G22640	AT2G38820
AT1G22640	AT2G40970
AT1G22640	AT2G44130
AT1G22640	AT2G45210
AT1G22640	AT3G04350
AT1G22640	AT3G14595
AT1G22640	AT3G15450
AT1G22640	AT3G47340
AT1G22640	AT3G49790
AT1G22640	AT3G59940
AT1G22640	AT3G62650
AT1G22640	AT4G00335
AT1G22640	AT4G01120
AT1G22640	AT4G02440
AT1G22640	AT4G27450
AT1G22640	AT4G28040
AT1G22640	AT4G29190
AT1G22640	AT4G30390
AT1G22640	AT5G04760
AT1G22640	AT5G14780
AT1G22640	AT5G18130
AT1G22640	AT5G43190
AT1G22640	AT5G54080
AT1G22640	AT5G57340
AT1G22640	AT5G57900
AT1G22640	AT5G57910
AT1G22640	AT5G58650
AT1G22640	AT1G64660
AT1G22640	AT2G01570
AT1G22640	AT2G31110
AT1G22640	AT2G39010
AT1G22640	AT2G43060
AT1G22640	AT2G45960
AT1G22640	AT3G17100
AT1G22640	AT4G14930
AT1G22640	AT5G02230
AT1G22640	AT5G23870
AT1G22640	AT5G47560
AT1G22640	AT5G48150
AT1G22640	AT5G60850
AT1G22640	AT1G01620
AT1G22640	AT1G06040
AT1G22640	AT1G08510
AT1G22640	AT1G22640
AT1G22640	AT1G23390
AT1G22640	AT1G53560
AT1G22640	AT1G70940
AT1G22640	AT1G71970
AT1G22640	AT1G76490
