master_regulator 1	master_regulator_2	p-value	fdr	enrichment	Intersection Genes
AT3G18550	AT1G09530	0.584183623221398	0.876275434832097	1.19206145966709	AT1G07090
AT3G18550	AT4G34000	0.317949558832507	0.71409212453868	1.51300108342362	AT1G14730,AT1G69850,AT3G10985
AT3G18550	AT1G22640	0.425966940205222	0.795709813387465	1.26896865061336	AT1G23040,AT3G10985,AT5G37540
AT3G18550	AT1G01720	0.467353609700174	0.823193421303617	1.06607122409252	AT1G14730,AT1G23040,AT2G19570,AT2G26170,AT2G28110,AT3G03270,AT3G13720,AT5G11090,AT5G19860,AT5G37540
AT3G18550	AT1G77450	0.0524820488650995	0.314892293190597	1.59312886665789	AT1G14730,AT1G23040,AT1G30130,AT1G69850,AT1G71960,AT2G19570,AT2G19580,AT2G28110,AT3G03270,AT3G10985,AT5G03460,AT5G37540,AT5G59845
AT3G18550	AT5G05410	0.930504124305187	1	0.48565466875326	AT3G14595,AT5G37540
AT3G18550	AT1G69490	0.0636555828599067	0.34530973715785	1.68111231491513	AT1G14730,AT1G23040,AT1G69850,AT2G19570,AT2G26170,AT3G03270,AT3G13720,AT5G11090,AT5G19860,AT5G37540
AT3G18550	AT4G31800	0.140198599478131	0.496803953063728	1.25166453265045	AT1G07090,AT1G14730,AT1G23040,AT1G69850,AT1G71960,AT1G75440,AT2G19570,AT2G19580,AT2G22850,AT2G26170,AT2G28110,AT2G40900,AT3G03270,AT3G10985,AT3G13720,AT3G43430,AT5G03460,AT5G11090,AT5G19860,AT5G37540,AT5G59845
AT3G18550	AT4G36740	0.300089686078013	0.711589914292773	1.15276273022752	AT1G07090,AT1G14730,AT1G30130,AT1G69850,AT1G71960,AT2G22850,AT2G26170,AT2G28110,AT2G40900,AT3G03270,AT3G10985,AT3G43430,AT4G22212,AT5G11090,AT5G37540,AT5G59845
AT3G18550	AT4G14770	0.174850595904549	0.567547835886897	1.50473331794043	AT1G14730,AT1G23040,AT1G71960,AT2G26170,AT2G40900,AT3G43430,AT5G37540
AT3G18550	AT5G60850	0.2236834366165	0.652476588734534	1.26896865061336	AT1G14730,AT1G69850,AT1G71960,AT2G19580,AT2G22850,AT2G28110,AT2G40900,AT3G03270,AT3G10985,AT3G14595,AT3G43430,AT5G11090
AT3G18550	AT2G36270	0.148534675768389	0.515962557932299	1.3528951486698	AT1G07090,AT1G23040,AT1G71960,AT1G75440,AT2G19580,AT2G22850,AT2G28110,AT2G40900,AT3G10985,AT3G13720,AT3G14595,AT5G11090,AT5G37540
AT3G18550	AT2G22540	0.514231873545286	0.855612697159383	1.03862780644262	AT1G14730,AT1G30130,AT1G69850,AT2G22850,AT2G28110,AT2G40900,AT4G22212,AT5G59845
AT3G18550	AT2G18550	0.681222328076721	0.905248462813361	0.8998895332781	AT1G07090,AT1G69850,AT1G71960,AT2G40900,AT3G03270,AT3G10985,AT5G59845
AT3G18550	AT1G52880	0.0572575510114464	0.319351974655391	1.65792455884734	AT1G14730,AT1G23040,AT1G69850,AT1G71960,AT2G19570,AT2G26170,AT3G03270,AT3G13720,AT5G11090,AT5G19860,AT5G37540
AT3G18550	AT5G66700	0.0843590639962626	0.417605116759347	1.45696400625978	AT1G07090,AT1G30130,AT1G69850,AT1G71960,AT2G26170,AT2G28110,AT2G40900,AT3G03270,AT3G10985,AT3G43430,AT4G22212,AT5G11090,AT5G37540,AT5G59845
AT3G18550	AT2G01570	0.459177744757117	0.822780031329495	1.3112676056338	AT2G22850,AT3G10985
