regulator_1	regulator_2	output
AT3G60490	AT5G60850	AT5G28500,AT1G32470,AT5G13930,AT2G38530,AT3G49780,AT5G67600,AT1G64660,AT5G64330,AT5G64100,AT5G62480,AT1G74000,AT5G61570,AT5G58670,AT2G38760,AT2G35150,AT5G52320,AT5G23730,AT5G48150,AT3G02170,AT3G06770,AT5G47420,AT3G60550,AT5G01520,AT5G01910,AT5G27320,AT5G54160,AT4G30270,AT4G39040,AT5G15470,AT4G02280,AT5G01820,AT2G19760,AT4G27260,AT1G19850,AT5G08640,AT5G05690,AT5G54510,AT5G01840,AT4G29690,AT4G22570,AT4G22190,AT1G16070,AT4G32890,AT4G15210,AT1G76490,AT4G12730,AT4G10390,AT3G61460,AT3G61380,AT4G01330,AT1G15670,AT3G59760,AT2G16440,AT2G44450,AT3G55960,AT2G33560,AT3G54510,AT1G73590,AT3G43430,AT3G20260,AT1G11210,AT1G53180,AT3G50070,AT2G02710,AT3G27400,AT3G21190,AT3G14350,AT3G48350,AT2G19580,AT4G04610,AT3G05910,AT2G35950,AT2G44650,AT2G43710,AT2G38120,AT3G16340,AT5G14780,AT3G14280,AT3G07320,AT5G51670,AT3G02250,AT3G01810,AT4G05520,AT2G17880,AT3G06030,AT2G46650,AT4G10310,AT2G45570,AT1G70940,AT2G21320,AT4G15550,AT2G44130,AT1G53140,AT1G70000,AT1G02470,AT2G40150,AT1G58340,AT1G22640,AT2G39980,AT2G34140,AT2G26910,AT4G34160,AT2G26550,AT2G22680,AT2G19650,AT2G15320,AT1G08510,AT1G07430,AT1G09070,AT2G06850,AT1G05100,AT1G12240,AT1G16220,AT2G04550,AT3G14890,AT1G17140,AT1G19640,AT5G54300,AT1G19940,AT2G01830,AT2G43060,AT5G63800,AT1G78430,AT1G22910,AT1G76410,AT1G27730,AT1G33260,AT3G46230,AT1G75590,AT1G71030,AT2G39980,AT5G61570,AT5G47420,AT4G15210,AT3G61380,AT2G02710,AT2G44450,AT3G05910,AT4G22570,AT2G17880,AT3G55960,AT3G48350,AT1G09070,AT2G15320,AT4G15550,AT5G01520,AT4G32890,AT3G07320,AT1G70000,AT1G33260,AT1G78430,AT3G14890,AT1G74000,AT1G70940,AT2G19580,AT3G50070,AT3G49780,AT5G62480,AT3G14350,AT5G08640,AT1G16070,AT1G17140,AT1G15670,AT4G02280,AT2G44650,AT3G14280,AT5G54510,AT1G05100,AT2G40150,AT1G75590,AT1G73590,AT4G01330,AT1G76410,AT1G19850,AT4G12730,AT5G64330,AT2G19760,AT3G54510,AT4G30270,AT1G53140,AT5G51670,AT2G38760,AT1G22640,AT5G67600,AT1G58340,AT1G11210,AT4G27260,AT1G64660,AT5G28500,AT1G71030,AT1G12240,AT1G22910,AT4G10310,AT5G54300,AT1G16220,AT3G06030,AT3G46230,AT1G76490,AT1G27730,AT2G33560,AT5G63800,AT2G26910,AT3G20260,AT5G58670,AT2G21320,AT2G26550,AT2G44130,AT2G22680,AT3G27400,AT2G35950,AT2G19650,AT5G23730,AT2G46650,AT1G07430,AT2G34140,AT2G04550,AT2G43060,AT1G32470,AT4G34160,AT2G16440,AT3G61460,AT1G02470,AT4G29690,AT2G45570,AT1G19940,AT1G19640,AT5G52320,AT5G13930,AT2G35150,AT1G53180,AT1G08510,AT3G59760,AT3G21190,AT5G15470,AT3G06770,AT3G01810,AT2G43710,AT3G02170,AT3G60550,AT5G64100,AT4G22190,AT4G10390,AT5G54160,AT2G06850,AT3G16340,AT5G48150,AT4G05520,AT5G27320,AT3G43430,AT5G01910,AT4G04610,AT5G01820,AT2G38530,AT4G39040,AT3G02250,AT5G05690,AT2G01830,AT5G14780,AT2G38120,AT5G01840
AT1G27730	AT3G60490	AT1G78770,AT3G16850,AT1G32470,AT5G13930,AT2G38530,AT3G49780,AT1G06190,AT4G14150,AT5G64330,AT4G27030,AT5G57340,AT5G65120,AT5G64230,AT5G60840,AT2G28250,AT2G35150,AT5G37540,AT5G23730,AT2G41870,AT4G30530,AT5G18130,AT5G57050,AT5G12940,AT1G15660,AT1G63680,AT5G27320,AT5G11890,AT4G30270,AT1G15430,AT3G19590,AT4G02280,AT5G01820,AT1G20490,AT4G27260,AT1G19850,AT5G01740,AT5G05690,AT5G54510,AT5G01840,AT4G29690,AT5G51560,AT1G48000,AT1G72250,AT2G29090,AT4G15210,AT1G76490,AT4G01120,AT4G10390,AT3G61260,AT3G61380,AT4G01330,AT2G27830,AT3G59760,AT1G64510,AT5G67270,AT3G55960,AT1G07090,AT5G66690,AT3G29240,AT3G24190,AT3G20260,AT5G24760,AT1G53180,AT3G50070,AT2G02710,AT4G17840,AT3G21190,AT3G14350,AT3G48350,AT2G19580,AT4G04610,AT3G05910,AT2G35950,AT4G21270,AT4G18480,AT2G38120,AT5G09440,AT3G12050,AT3G14280,AT1G80110,AT5G51670,AT3G02250,AT3G01810,AT4G05520,AT3G52170,AT3G06030,AT2G46270,AT4G33660,AT3G54090,AT1G70940,AT2G21320,AT2G37640,AT2G44130,AT1G53140,AT1G77450,AT1G02470,AT2G40150,AT1G58340,AT3G09210,AT2G39980,AT2G34140,AT3G06035,AT4G34160,AT2G26550,AT3G45600,AT2G19650,AT2G47930,AT1G08510,AT1G07430,AT1G08630,AT2G06850,AT1G05100,AT1G02730,AT1G16220,AT4G17470,AT3G14890,AT1G17140,AT1G19640,AT5G54300,AT1G19940,AT2G41010,AT2G40610,AT5G63800,AT1G78430,AT1G22910,AT1G76410,AT5G60850,AT3G59940,AT3G46230,AT3G61630,AT4G14930,AT1G64780,AT1G52400,AT1G58270,AT5G56540,AT2G39220,AT4G19100,AT2G39670,AT2G37470,AT2G37260,AT2G42900,AT2G37040,AT1G06570,AT1G16530,AT2G27580,AT4G31800,AT1G06640,AT4G37410,AT5G22340,AT1G08560,AT5G57340,AT1G15660,AT5G01820,AT5G01840,AT3G06030,AT3G14890,AT1G32470,AT3G50070,AT4G01120,AT5G54510,AT5G64230,AT4G17840,AT1G78770,AT4G27030,AT4G14150,AT4G14930,AT4G37410,AT5G23730,AT4G21270,AT2G42900,AT1G76490,AT3G55960,AT4G30270,AT2G38530,AT3G59940,AT3G19590,AT4G33660,AT2G39980,AT3G01810,AT3G61630,AT3G09210,AT1G07430,AT1G17140,AT5G12940,AT2G27580,AT1G63680,AT2G39220,AT3G61260,AT5G66690,AT4G05520,AT3G45600,AT4G18480,AT2G44130,AT4G29690,AT5G67270,AT2G27830,AT5G60850,AT1G80110,AT3G12050,AT3G61380,AT5G13930,AT1G77450,AT2G19580,AT2G46270,AT2G28250,AT4G10390,AT4G27260,AT3G05910,AT3G52170,AT5G51670,AT1G06190,AT1G02730,AT3G20260,AT5G64330,AT3G54090,AT4G17470,AT2G47930,AT2G02710,AT3G29240,AT3G06035,AT5G56540,AT3G21190,AT1G70940,AT1G08560,AT5G37540,AT5G22340,AT1G64780,AT4G19100,AT1G58270,AT1G76410,AT5G54300,AT1G08510,AT3G59760,AT3G48350,AT1G78430,AT5G24760,AT1G64510,AT2G35150,AT2G39670,AT2G37040,AT5G05690,AT3G16850,AT2G37260,AT1G48000,AT1G06570,AT1G22910,AT1G02470,AT1G16530,AT5G01740,AT2G38120,AT2G34140,AT1G05100,AT1G52400,AT5G65120,AT2G40610,AT4G31800,AT1G15430,AT2G21320,AT5G51560,AT3G46230,AT1G06640,AT2G37470,AT3G14350,AT1G16220,AT2G29090,AT1G19940,AT2G26550,AT1G58340,AT1G19850,AT3G02250,AT3G49780,AT4G34160,AT4G04610,AT3G14280,AT1G20490,AT1G72250,AT1G19640,AT5G57050,AT1G08630,AT5G09440,AT4G01330,AT5G18130,AT1G53140,AT2G19650,AT3G24190,AT5G60840,AT1G53180,AT2G06850,AT5G63800,AT2G35950,AT5G11890,AT2G41010,AT2G40150,AT4G15210,AT4G30530,AT1G07090,AT2G37640,AT4G02280,AT2G41870,AT5G27320
AT1G27730	AT5G53210	AT5G28640,AT5G46280,AT5G54080,AT5G20700,AT5G23940,AT1G09530,AT5G23420,AT1G78770,AT2G37970,AT5G47610,AT1G32470,AT5G11160,AT4G05020,AT3G49220,AT2G38530,AT1G69850,AT5G49170,AT5G04340,AT5G50250,AT5G14690,AT5G25190,AT1G04310,AT4G34000,AT5G50740,AT5G16715,AT5G63790,AT5G11480,AT4G02280,AT5G23870,AT5G57170,AT5G05740,AT4G35770,AT4G14200,AT5G58650,AT5G02760,AT4G30620,AT4G17560,AT1G01520,AT4G27450,AT1G32550,AT5G22940,AT1G23390,AT4G35720,AT4G14930,AT1G05100,AT4G27657,AT1G77450,AT1G27290,AT1G06190,AT2G29510,AT1G03780,AT4G14150,AT1G07750,AT2G42900,AT1G09200,AT4G02440,AT2G39980,AT2G01910,AT1G70940,AT1G53180,AT4G27030,AT5G65120,AT3G50070,AT4G02060,AT4G17840,AT2G24040,AT3G27160,AT3G48350,AT2G19580,AT1G72670,AT3G05910,AT2G35950,AT2G21970,AT5G60840,AT2G45210,AT3G08770,AT1G56220,AT2G19810,AT1G80110,AT5G05690,AT3G23150,AT3G01810,AT5G25350,AT3G52870,AT4G21510,AT2G46270,AT4G04890,AT4G00335,AT3G24190,AT3G53190,AT2G37640,AT4G01870,AT4G11660,AT3G61610,AT3G29240,AT2G40150,AT4G15800,AT4G17245,AT3G59900,AT4G37890,AT3G48580,AT4G30530,AT1G07090,AT3G19380,AT2G19650,AT2G41250,AT1G08510,AT1G07430,AT1G08630,AT2G06850,AT1G20490,AT2G27420,AT1G16220,AT2G41870,AT2G44080,AT2G16720,AT5G57030,AT5G54300,AT1G79520,AT2G41010,AT2G40610,AT5G63800,AT5G59400,AT2G41410,AT1G76410,AT3G08670,AT1G75810,AT1G70200,AT3G61630,AT3G13120,AT1G64780,AT3G55960,AT1G58270,AT1G68780,AT2G39220,AT3G63190,AT4G13010,AT1G49430,AT4G15210,AT2G39180,AT1G04770,AT1G06570,AT1G30040,AT2G27580,AT5G03460,AT1G06640,AT1G01720,AT1G76490,AT2G36900,AT2G26330,AT5G47560,AT5G48360,AT5G27320,AT1G19050,AT5G52520,AT2G21790,AT1G14840,AT2G10940,AT4G01120,AT5G11890,AT5G49360,AT1G76790,AT1G65490,AT1G22985,AT1G26570,AT1G61450,AT2G22850,AT3G61260,AT1G26800,AT1G15430,AT4G23820,AT1G53560,AT1G44110,AT3G61380,AT1G49210,AT1G49660,AT1G44110,AT3G63190,AT5G02760,AT1G72670,AT3G48580,AT1G32470,AT3G50070,AT4G01120,AT2G37970,AT4G23820,AT4G17840,AT1G78770,AT4G27030,AT4G14150,AT4G14930,AT4G34000,AT2G24040,AT4G02440,AT2G42900,AT1G76490,AT3G55960,AT4G02060,AT2G38530,AT1G30040,AT5G63790,AT5G46280,AT2G39980,AT3G01810,AT3G61630,AT2G29510,AT1G07430,AT1G01720,AT5G23420,AT2G27580,AT4G17560,AT2G39220,AT3G61260,AT3G08770,AT5G47610,AT3G19380,AT5G14690,AT1G01520,AT4G35720,AT2G21970,AT1G22985,AT1G04310,AT1G80110,AT5G57170,AT3G61380,AT1G61450,AT1G77450,AT2G19580,AT2G46270,AT3G27160,AT1G56220,AT1G75810,AT3G05910,AT2G10940,AT2G41410,AT1G06190,AT2G01910,AT1G09200,AT1G79520,AT4G01870,AT1G49430,AT2G41250,AT4G27450,AT3G29240,AT5G25190,AT5G05740,AT1G14840,AT1G70940,AT1G49210,AT2G16720,AT5G20700,AT1G64780,AT5G58650,AT1G58270,AT1G76410,AT5G54300,AT1G08510,AT2G26330,AT3G48350,AT3G59900,AT1G53560,AT5G59400,AT1G27290,AT5G04340,AT1G03780,AT5G05690,AT5G03460,AT5G49360,AT5G54080,AT1G06570,AT4G17245,AT1G04770,AT5G23940,AT3G61610,AT1G65490,AT2G44080,AT1G05100,AT5G22940,AT5G65120,AT2G40610,AT1G68780,AT1G15430,AT4G05020,AT4G14200,AT5G57030,AT1G06640,AT5G11160,AT4G30620,AT1G16220,AT5G11480,AT2G21790,AT4G11660,AT5G50740,AT5G50250,AT4G21510,AT1G23390,AT3G13120,AT1G76790,AT3G52870,AT1G20490,AT4G35770,AT3G23150,AT2G36900,AT1G08630,AT5G52520,AT5G23870,AT1G07750,AT1G26800,AT2G19650,AT4G04890,AT5G60840,AT5G28640,AT1G26570,AT4G00335,AT1G70200,AT5G11890,AT2G41010,AT5G48360,AT4G15210,AT4G15800,AT1G07090,AT2G37640,AT4G02280,AT2G41870,AT5G16715,AT2G39180,AT3G53190,AT4G37890,AT1G32550,AT2G27420,AT1G19050,AT3G49220,AT5G27320,AT2G45210,AT4G27657,AT2G22850,AT1G09530,AT4G30530,AT2G40150,AT5G25350,AT2G35950,AT5G63800,AT3G08670,AT2G06850,AT2G19810,AT1G53180,AT5G47560,AT1G69850,AT3G24190,AT4G13010,AT5G49170,AT1G49660
AT5G47370	AT5G53210	AT5G37770,AT1G71720,AT2G25900,AT5G22640,AT3G05490,AT5G23940,AT1G09530,AT4G28720,AT5G65360,AT2G37970,AT2G37750,AT1G61890,AT3G52920,AT4G05150,AT3G49220,AT5G13330,AT4G28040,AT3G07560,AT5G01520,AT4G36640,AT5G14690,AT2G36080,AT5G54490,AT5G17800,AT5G03210,AT5G16715,AT1G03630,AT1G73480,AT4G38690,AT5G23870,AT2G22680,AT5G15410,AT1G61667,AT4G14200,AT1G71960,AT2G04795,AT1G79700,AT3G61980,AT4G01730,AT3G22840,AT5G52320,AT5G22940,AT3G19580,AT5G54160,AT4G39040,AT1G05100,AT2G36270,AT3G29575,AT2G15580,AT4G22190,AT1G31710,AT5G65020,AT3G21260,AT1G53700,AT1G06040,AT2G33830,AT2G28400,AT2G39980,AT2G01910,AT1G70940,AT1G53180,AT2G14890,AT5G65120,AT5G66700,AT3G18170,AT1G75590,AT3G26700,AT3G27160,AT3G27400,AT1G27730,AT1G75150,AT4G29700,AT2G35950,AT2G43060,AT5G60840,AT4G29190,AT4G15550,AT1G56220,AT2G01830,AT1G44110,AT5G05690,AT3G23150,AT4G23820,AT5G25350,AT5G49360,AT2G10940,AT5G27320,AT5G47560,AT4G00335,AT2G36900,AT1G76490,AT1G06640,AT2G27580,AT4G11660,AT1G30040,AT1G49430,AT1G58270,AT3G55960,AT3G61630,AT5G63800,AT1G20490,AT2G06850,AT4G30530,AT1G07090,AT3G19380,AT1G08630,AT1G71720,AT5G23940,AT2G37970,AT4G14200,AT1G08630,AT4G15550,AT2G37750,AT3G29575,AT4G29700,AT5G49360,AT1G06040,AT2G36080,AT4G29190,AT1G70940,AT3G19580,AT1G53700,AT1G06640,AT4G23820,AT5G47560,AT5G65120,AT3G61630,AT1G30040,AT3G07560,AT1G76490,AT2G27580,AT5G14690,AT1G75150,AT4G28720,AT1G49430,AT1G58270,AT2G04795,AT5G13330,AT3G26700,AT1G53180,AT5G23870,AT3G27400,AT5G65360,AT1G71960,AT5G17800,AT3G19380,AT1G73480,AT3G23150,AT1G56220,AT3G55960,AT5G01520,AT4G01730,AT1G03630,AT3G05490,AT3G49220,AT2G14890,AT5G22940,AT4G36640,AT2G36900,AT1G27730,AT5G37770,AT1G05100,AT1G61667,AT5G25350,AT1G20490,AT2G36270,AT1G75590,AT2G15580,AT5G60840,AT4G38690,AT5G66700,AT2G10940,AT4G00335,AT2G01830,AT3G27160,AT3G22840,AT5G54490,AT4G11660,AT2G43060,AT2G22680,AT3G61980,AT2G33830,AT5G05690,AT4G22190,AT2G01910,AT5G54160,AT4G05150,AT5G03210,AT2G28400,AT3G52920,AT2G25900,AT1G61890,AT1G09530,AT1G07090,AT4G39040,AT1G44110,AT5G65020,AT4G28040,AT2G39980,AT3G21260,AT5G16715,AT1G31710,AT3G18170,AT2G06850,AT5G63800,AT4G30530,AT2G35950,AT1G79700,AT5G15410,AT5G52320,AT5G27320,AT5G22640
AT5G53210	AT5G66700	AT1G08630,AT1G68620,AT1G71720,AT2G25900,AT5G22640,AT5G28640,AT5G20700,AT1G09530,AT4G28720,AT3G58120,AT2G38530,AT1G69850,AT1G61890,AT3G52920,AT4G05150,AT5G25190,AT5G13330,AT4G28040,AT5G14780,AT1G60190,AT5G55180,AT1G22640,AT2G36080,AT5G54490,AT3G02910,AT5G03210,AT5G16715,AT4G14270,AT1G48100,AT4G38690,AT5G23870,AT2G22680,AT5G15410,AT1G61667,AT1G59970,AT1G71960,AT2G28110,AT1G79700,AT3G61980,AT4G27450,AT3G22840,AT5G52320,AT2G17880,AT1G10740,AT5G54160,AT4G39040,AT1G32550,AT1G23390,AT3G29575,AT2G15580,AT4G22190,AT1G31710,AT5G65020,AT3G21260,AT1G53700,AT5G48150,AT2G33830,AT2G28400,AT2G39980,AT2G01910,AT1G70940,AT5G13500,AT2G14890,AT2G40970,AT5G47370,AT3G18170,AT1G75590,AT4G14930,AT3G27160,AT4G27657,AT2G45400,AT4G22570,AT4G29700,AT2G35950,AT2G43060,AT3G03270,AT4G29190,AT4G15550,AT1G56220,AT2G01830,AT1G44110,AT5G05690,AT3G23150,AT1G07750,AT1G22330,AT5G49360,AT2G10940,AT5G27320,AT5G47560,AT4G00335,AT2G36900,AT1G76490,AT1G21680,AT2G44230,AT4G11660,AT1G30040,AT1G49430,AT1G58270,AT5G66590,AT2G24040,AT5G63800,AT1G11210,AT2G06850,AT4G30530,AT1G07090,AT3G19380,AT3G48350,AT5G18490,AT2G45210,AT3G08770,AT2G19810,AT2G27420,AT2G04550,AT1G70000,AT2G44080,AT2G16720,AT2G26910,AT2G22430,AT3G01810,AT1G22985,AT1G76790,AT4G37890,AT4G21510,AT5G11890,AT5G52520,AT3G53190,AT2G37640,AT1G70200,AT3G61610,AT2G40150,AT1G64780,AT4G15800,AT1G68620,AT2G44080,AT1G61667,AT4G15800,AT2G25900,AT2G22430,AT5G18490,AT4G22570,AT2G17880,AT2G36080,AT3G48350,AT5G49360,AT5G28640,AT4G15550,AT3G02910,AT1G08630,AT2G37640,AT1G70000,AT4G14270,AT4G29190,AT3G23150,AT4G29700,AT1G70940,AT1G60190,AT4G21510,AT2G45210,AT3G53190,AT3G58120,AT1G22985,AT1G10740,AT3G03270,AT1G23390,AT4G28720,AT2G45400,AT5G22640,AT1G58270,AT1G76790,AT2G40150,AT1G75590,AT1G22330,AT5G66590,AT4G28040,AT5G52520,AT1G64780,AT1G69850,AT2G27420,AT4G14930,AT5G23870,AT2G14890,AT1G70200,AT1G32550,AT1G22640,AT3G29575,AT1G53700,AT1G11210,AT2G36900,AT5G20700,AT2G19810,AT5G11890,AT3G61610,AT5G13330,AT2G44230,AT3G08770,AT2G28400,AT5G03210,AT5G47560,AT1G76490,AT3G52920,AT1G31710,AT5G63800,AT2G26910,AT1G21680,AT2G15580,AT4G30530,AT5G15410,AT5G13500,AT2G22680,AT4G38690,AT2G35950,AT1G59970,AT5G55180,AT1G48100,AT1G61890,AT1G07750,AT2G04550,AT2G43060,AT1G71960,AT1G49430,AT2G33830,AT5G47370,AT5G65020,AT4G00335,AT4G05150,AT3G61980,AT1G07090,AT5G52320,AT3G21260,AT2G28110,AT5G16715,AT1G56220,AT3G18170,AT3G19380,AT4G11660,AT1G79700,AT3G01810,AT2G10940,AT5G54490,AT3G27160,AT2G01910,AT4G22190,AT4G27657,AT5G54160,AT2G06850,AT1G30040,AT5G48150,AT4G27450,AT5G27320,AT3G22840,AT1G09530,AT2G16720,AT4G37890,AT2G38530,AT4G39040,AT1G44110,AT5G05690,AT2G01830,AT5G14780,AT2G24040,AT2G40970,AT1G71720,AT5G25190,AT2G39980
AT1G69490	AT5G39610	AT4G15800,AT5G64230,AT1G58270,AT5G63800,AT1G70200,AT3G08670,AT2G40610,AT1G53560,AT5G53970,AT1G48000,AT5G06760,AT5G54300,AT3G13720,AT5G64260,AT5G64330,AT4G28740,AT2G42900,AT3G23150,AT3G21710,AT5G61570,AT3G19580,AT1G64660,AT4G17470,AT4G15550,AT5G57660,AT5G60850,AT2G19570,AT3G15770,AT5G05740,AT5G18130,AT4G02280,AT4G30270,AT5G01520,AT1G23030,AT5G57900,AT2G01570,AT1G12240,AT1G49975,AT2G45570,AT2G37750,AT1G23040,AT5G66080,AT5G52320,AT1G01120,AT2G13360,AT3G61460,AT5G54080,AT4G27860,AT5G38610,AT2G26170,AT3G11660,AT5G44260,AT4G39940,AT4G38860,AT3G08030,AT1G53700,AT3G11660,AT4G02280,AT2G01570,AT4G30270,AT4G39940,AT5G64230,AT1G48000,AT5G60850,AT1G53560,AT5G57660,AT2G40610,AT5G64260,AT5G05740,AT2G45570,AT3G61460,AT5G18130,AT4G27860,AT2G26170,AT1G70200,AT1G49975,AT3G08030,AT5G06760,AT4G28740,AT4G17470,AT5G38610,AT5G54080,AT4G38860,AT3G15770,AT4G15800,AT2G42900,AT5G66080,AT5G57900,AT1G12240,AT3G19580,AT3G23150,AT1G58270,AT5G54300,AT5G63800,AT5G44260,AT5G52320,AT2G13360,AT5G64330,AT3G13720,AT3G21710,AT4G15550,AT1G23030,AT5G53970,AT1G64660,AT5G01520,AT1G23040,AT2G19570,AT1G53700,AT5G61570,AT3G08670,AT2G37750,AT1G01120
AT5G39610	AT5G60850	AT5G24330,AT4G04890,AT5G13930,AT1G02470,AT5G63800,AT1G70200,AT3G08670,AT2G38120,AT1G53560,AT1G58340,AT1G78430,AT1G04610,AT5G54300,AT2G22680,AT5G64260,AT5G64330,AT1G22885,AT3G16340,AT1G32470,AT3G21710,AT5G61570,AT3G19580,AT1G64660,AT1G23390,AT4G15550,AT5G57660,AT1G69490,AT3G17520,AT2G26400,AT5G58670,AT4G21760,AT4G02280,AT4G30270,AT5G01520,AT3G08030,AT4G38860,AT4G39940,AT1G12240,AT3G61460,AT2G45570,AT2G37750,AT5G52320,AT3G61460,AT5G61570,AT3G19580,AT1G64660,AT5G13930,AT5G58670,AT3G08030,AT2G45570,AT5G01520,AT2G22680,AT2G37750,AT4G38860,AT2G26400,AT5G52320,AT1G12240,AT3G16340,AT5G64260,AT5G24330,AT3G17520,AT5G54300,AT3G21710,AT1G69490,AT4G15550,AT1G70200,AT4G21760,AT4G04890,AT2G38120,AT1G22885,AT4G30270,AT1G78430,AT1G58340,AT1G04610,AT3G08670,AT5G57660,AT5G63800,AT5G64330,AT1G32470,AT1G53560,AT4G02280,AT1G23390,AT1G02470,AT4G39940
AT1G01720	AT5G04340	AT4G02280,AT1G79270,AT1G69260,AT5G01520,AT1G64660,AT2G29090,AT1G61890,AT2G31750,AT2G36080,AT1G14730,AT1G05100,AT5G23940,AT2G36080,AT2G29090,AT4G02280,AT1G14730,AT5G23940,AT1G64660,AT1G79270,AT1G69260,AT1G05100,AT5G01520,AT1G61890,AT2G31750
