cluster	p-value	fdr	enrichment	Intersection Genes
1	8.54968747137778e-06	7.69471872424e-05	1.75549968573224	AT1G08630,AT1G09530,AT1G14890,AT1G15670,AT1G25560,AT1G43700,AT1G56220,AT1G69490,AT1G71030,AT1G73480,AT1G73500,AT1G76410,AT1G79700,AT2G02710,AT2G18700,AT2G19810,AT2G22680,AT2G25900,AT2G27830,AT2G36080,AT2G36220,AT2G38400,AT2G39980,AT2G44080,AT2G44130,AT2G45210,AT3G15770,AT3G23150,AT3G59940,AT4G01120,AT4G28040,AT5G04760,AT5G07010,AT5G11090,AT5G14780,AT5G16110,AT5G18130,AT5G18490,AT5G27320,AT5G39610,AT5G44260,AT5G49700,AT5G57340,AT5G57660,AT5G64260
2	0.00012820684810304	0.00057693081646368	1.74204758086073	AT1G12240,AT1G22640,AT1G23390,AT1G52880,AT1G53560,AT1G56220,AT1G64660,AT1G70940,AT1G71030,AT1G71970,AT1G76490,AT2G01570,AT2G22430,AT2G22540,AT2G43060,AT2G44130,AT3G11690,AT3G14067,AT3G16850,AT3G45600,AT3G49220,AT3G59940,AT4G30270,AT5G01520,AT5G02230,AT5G05690,AT5G14780,AT5G15410,AT5G20700,AT5G23870,AT5G47560,AT5G49360,AT5G57340,AT5G60850,AT5G63800
3	0.000492682401038861	0.00121381028512187	1.61836974395114	AT1G06850,AT1G23030,AT1G44830,AT1G53180,AT1G53700,AT1G70940,AT1G75590,AT1G79700,AT2G06850,AT2G37640,AT2G38120,AT2G40610,AT2G45400,AT3G05490,AT3G06770,AT3G08030,AT3G08670,AT3G16850,AT3G19380,AT3G44610,AT3G49220,AT3G58120,AT4G14550,AT4G27260,AT4G28720,AT4G32890,AT4G38860,AT5G14690,AT5G22940,AT5G23210,AT5G25190,AT5G47370,AT5G51670,AT5G54510,AT5G57340,AT5G64330,AT5G67060
4	0.180685634348341	0.271028451522512	1.21246511627907	AT1G10740,AT1G48100,AT1G64780,AT1G70000,AT1G79270,AT2G27420,AT2G29090,AT2G31750,AT3G19380,AT3G27170,AT4G15550,AT4G17840,AT4G27657,AT4G33660,AT4G34000,AT4G36530,AT5G06980,AT5G23730,AT5G47560,AT5G53970,AT5G54300
5	0.010911992087498	0.0196415857574964	1.52472977399279	AT1G07090,AT1G14730,AT1G14890,AT1G23040,AT1G61667,AT1G69850,AT1G71960,AT2G28110,AT2G37750,AT2G38530,AT2G40900,AT2G45210,AT3G02910,AT3G03270,AT3G05490,AT3G10985,AT3G18560,AT3G21710,AT3G49780,AT3G60490,AT4G15800,AT4G30270,AT5G09440,AT5G11090,AT5G37540
6	0.000539471237831942	0.00121381028512187	1.55444245676804	AT1G01720,AT1G05100,AT1G07430,AT1G09070,AT1G11210,AT1G22190,AT1G27730,AT1G30040,AT1G36060,AT1G48000,AT1G56600,AT1G58340,AT1G60190,AT1G61890,AT1G68620,AT1G69260,AT1G77450,AT2G18550,AT2G30140,AT2G35950,AT2G36220,AT2G36270,AT2G41010,AT2G46270,AT3G29575,AT3G61630,AT4G02280,AT4G11660,AT4G27657,AT4G36740,AT5G01820,AT5G04340,AT5G04760,AT5G05220,AT5G05410,AT5G11090,AT5G13330,AT5G54300,AT5G57050,AT5G63790,AT5G64230,AT5G66700
7	0.999999998724029	0.999999999982952	0.270639534883721	AT1G70200,AT1G71720,AT2G26910,AT3G27160,AT4G04890,AT4G11175,AT4G39040,AT5G52520,AT5G53210
8	0.999999999982952	0.999999999982952	0.257751937984496	AT1G19850,AT1G73590,AT3G14890,AT3G19590,AT3G52920,AT3G53190,AT4G14770,AT5G17800,AT5G23940,AT5G51560
9	0.999722871580742	0.999999999982952	0.498168347396584	AT1G01120,AT1G31710,AT1G58270,AT2G01910,AT2G37040,AT2G39220,AT4G30530,AT4G31800,AT4G39940,AT5G01840,AT5G52320,AT5G55180,AT5G61570
