master_regulator 1	master_regulator_2	p-value	fdr	enrichment	Intersection Genes
AT3G60490	AT5G60850	5.02711761979248e-09	7.54067642968872e-09	6.07810650887574	AT1G02470,AT1G05100,AT1G07430,AT1G09070,AT1G11210,AT1G27730,AT1G58340,AT2G35950,AT2G45570,AT3G46230,AT3G54510,AT4G02280,AT5G01820,AT5G47420,AT5G54300,AT5G62480
AT1G27730	AT3G60490	1.08084153327538e-11	2.19654892246287e-11	6.58461538461538	AT1G02470,AT1G05100,AT1G07430,AT1G15430,AT1G48000,AT1G58340,AT1G77450,AT1G80110,AT2G27580,AT2G35950,AT2G41010,AT2G46270,AT3G12050,AT3G46230,AT3G61630,AT4G02280,AT5G01820,AT5G54300,AT5G57050,AT5G64230
AT1G27730	AT5G53210	4.21497836918004e-15	1.65964773286464e-14	7.01486013986014	AT1G01720,AT1G05100,AT1G07430,AT1G15430,AT1G22985,AT1G30040,AT1G75810,AT1G77450,AT1G80110,AT2G16720,AT2G27580,AT2G35950,AT2G37970,AT2G41010,AT2G46270,AT3G48580,AT3G61630,AT4G01870,AT4G02280,AT4G05020,AT4G11660,AT4G27657,AT5G04340,AT5G54300,AT5G63790
AT5G47370	AT5G53210	1.91558996703033e-12	4.82728671691643e-12	8.38606676342525	AT1G05100,AT1G27730,AT1G30040,AT1G61890,AT2G27580,AT2G28400,AT2G35950,AT2G36270,AT2G37970,AT3G19580,AT3G29575,AT3G61630,AT3G61980,AT4G11660,AT5G03210,AT5G13330,AT5G54490,AT5G66700
AT5G53210	AT5G66700	7.75131830570359e-10	1.25213603399827e-09	6.36013986013986	AT1G11210,AT1G22985,AT1G30040,AT1G60190,AT1G61890,AT1G68620,AT2G16720,AT2G28400,AT2G35950,AT3G29575,AT3G61980,AT4G11660,AT4G27657,AT5G03210,AT5G13330,AT5G13500,AT5G54490
AT1G69490	AT5G39610	1.40328360657108e-05	1.8042217798771e-05	7.05494505494506	AT1G48000,AT2G45570,AT3G19580,AT4G02280,AT5G06760,AT5G54300,AT5G57900,AT5G64230
AT5G39610	AT5G60850	1.74952214552727e-05	2.20439790336436e-05	8.23076923076923	AT1G02470,AT1G58340,AT2G45570,AT3G17520,AT3G19580,AT4G02280,AT5G54300
AT1G01720	AT5G04340	6.97377432310248e-05	8.448995814528e-05	16.4615384615385	AT1G05100,AT1G61890,AT1G69260,AT4G02280
AT4G31800	AT4G36740	1.84213646746483e-30	2.90136493625711e-29	6.43609022556391	AT1G02470,AT1G05100,AT1G09070,AT1G11210,AT1G15430,AT1G16850,AT1G17830,AT1G22190,AT1G22985,AT1G27730,AT1G30040,AT1G36060,AT1G48000,AT1G56600,AT1G58340,AT1G60190,AT1G61890,AT1G68620,AT1G69260,AT1G75810,AT2G16720,AT2G18550,AT2G28400,AT2G30140,AT2G35950,AT2G36220,AT2G36270,AT2G40000,AT2G41010,AT2G45570,AT3G04010,AT3G06760,AT3G14200,AT3G29575,AT3G48580,AT3G54510,AT3G57010,AT4G11660,AT4G18280,AT4G27657,AT5G01820,AT5G03210,AT5G04760,AT5G11090,AT5G13330,AT5G13500,AT5G17650,AT5G17850,AT5G54300,AT5G54490,AT5G57050,AT5G62480
AT4G36740	AT5G47370	1.64832512645607e-12	4.51497752029271e-12	5.43883429345984	AT1G02470,AT1G05100,AT1G16850,AT1G22190,AT1G27730,AT1G30040,AT1G36060,AT1G48000,AT1G56600,AT1G58340,AT1G61890,AT1G69260,AT2G18550,AT2G28400,AT2G35950,AT2G36270,AT3G29575,AT3G61980,AT4G04620,AT4G11660,AT5G01820,AT5G03210,AT5G13330,AT5G54490,AT5G66700
AT1G52880	AT4G36740	6.61037242954982e-14	2.19186033190336e-13	7.44151738672287	AT1G11210,AT1G22190,AT1G22985,AT1G48000,AT1G58340,AT1G61890,AT1G68620,AT1G69260,AT2G18550,AT2G28400,AT2G35950,AT2G41010,AT2G45570,AT3G48580,AT3G57010,AT4G02280,AT4G04620,AT5G04760,AT5G11090,AT5G13330,AT5G54300,AT5G66700
AT1G69490	AT4G36740	1.24664190653787e-12	3.56992909599481e-12	7.37083811710677	AT1G22190,AT1G22985,AT1G48000,AT1G61890,AT2G18550,AT2G28400,AT2G35950,AT2G41010,AT2G45570,AT3G04010,AT3G48580,AT3G57010,AT4G02280,AT4G04620,AT5G01820,AT5G04760,AT5G11090,AT5G13330,AT5G54300,AT5G66700
AT4G04890	AT4G36740	3.64323092919611e-09	5.59813533022817e-09	9.25961538461539	AT1G05100,AT1G09070,AT1G17830,AT1G56600,AT2G18550,AT2G30140,AT3G61980,AT4G04620,AT4G10040,AT5G11090,AT5G57050,AT5G66700
AT1G27730	AT4G36740	1.36976273263439e-11	2.69672037987396e-11	4.7380073800738	AT1G02470,AT1G05100,AT1G15430,AT1G17830,AT1G22190,AT1G22985,AT1G30040,AT1G36060,AT1G48000,AT1G58340,AT1G75810,AT2G16720,AT2G18550,AT2G35950,AT2G41010,AT3G46230,AT3G48580,AT4G02280,AT4G11660,AT4G27657,AT5G01820,AT5G04760,AT5G11090,AT5G17650,AT5G54300,AT5G57050
