master_regulator 1	master_regulator_2	p-value	fdr	enrichment	Intersection Genes
AT3G60490	AT5G60850	3.42279219611182e-05	3.99325756213046e-05	4.4045738045738	AT1G15670,AT1G71030,AT1G76410,AT2G02710,AT2G04550,AT2G17880,AT2G22680,AT2G39980,AT2G44130,AT5G14780,AT5G27320
AT1G27730	AT3G60490	2.6028796287781e-05	3.15757063619884e-05	4.16432432432432	AT1G06570,AT1G08630,AT1G76410,AT2G02710,AT2G27830,AT2G39980,AT2G44130,AT3G59940,AT4G01120,AT5G18130,AT5G27320,AT5G57340
AT1G27730	AT5G53210	6.93791829451662e-19	1.90038631545455e-18	8.28132678132678	AT1G04310,AT1G06570,AT1G08630,AT1G09530,AT1G22985,AT1G26800,AT1G27290,AT1G49210,AT1G56220,AT1G76410,AT2G19810,AT2G36900,AT2G39980,AT2G44080,AT2G45210,AT3G23150,AT3G59900,AT4G00335,AT4G01120,AT4G02440,AT4G17245,AT4G21510,AT4G27450,AT4G35770,AT5G25350,AT5G27320,AT5G54080,AT5G58650
AT5G47370	AT5G53210	7.49810359496682e-13	1.4314561408573e-12	8.83936766955635	AT1G08630,AT1G09530,AT1G56220,AT1G73480,AT1G79700,AT2G22680,AT2G25900,AT2G33830,AT2G36080,AT2G36900,AT2G39980,AT3G07560,AT3G23150,AT4G00335,AT4G28040,AT4G29190,AT5G25350,AT5G27320
AT5G53210	AT5G66700	1.82602874208186e-22	7.18998817194732e-22	11.041769041769	AT1G08630,AT1G09530,AT1G21680,AT1G22985,AT1G56220,AT1G79700,AT2G04550,AT2G17880,AT2G19810,AT2G22680,AT2G25900,AT2G33830,AT2G36080,AT2G36900,AT2G39980,AT2G40970,AT2G44080,AT2G45210,AT3G23150,AT4G00335,AT4G14270,AT4G21510,AT4G27450,AT4G28040,AT4G29190,AT5G14780,AT5G18490,AT5G27320
AT1G69490	AT5G39610	9.50204548591555e-06	1.19725773122536e-05	7.43629343629344	AT3G15770,AT3G23150,AT5G18130,AT5G44260,AT5G54080,AT5G57660,AT5G57900,AT5G64260
AT5G39610	AT5G60850	0.00823602851208812	0.00894603097002675	4.95752895752896	AT1G69490,AT2G22680,AT5G57660,AT5G64260
AT1G01720	AT5G04340	0.207843839819806	0.2111961598169	4.33783783783784	AT2G36080
AT4G31800	AT4G36740	5.3458795070064e-55	8.41976022353508e-54	9.13229018492176	AT1G03610,AT1G08630,AT1G09530,AT1G14890,AT1G15670,AT1G21680,AT1G22985,AT1G23870,AT1G25560,AT1G26800,AT1G28330,AT1G33055,AT1G49210,AT1G56220,AT1G69490,AT1G71030,AT1G73480,AT1G73500,AT1G76410,AT1G79700,AT2G02710,AT2G04550,AT2G17880,AT2G18700,AT2G19810,AT2G22680,AT2G25900,AT2G27830,AT2G33830,AT2G36080,AT2G36220,AT2G36900,AT2G38400,AT2G39980,AT2G40970,AT2G44080,AT2G45210,AT3G03870,AT3G04350,AT3G15770,AT3G23150,AT3G59900,AT3G59940,AT3G62650,AT4G00335,AT4G11360,AT4G13830,AT4G14270,AT4G21510,AT4G27450,AT4G27460,AT4G28040,AT4G28300,AT4G29190,AT4G35770,AT5G04760,AT5G07000,AT5G07010,AT5G11090,AT5G14780,AT5G16110,AT5G18130,AT5G18490,AT5G25350,AT5G27320,AT5G39610,AT5G49700,AT5G57340,AT5G57660,AT5G64260
AT4G36740	AT5G47370	5.98819521599739e-20	1.98555946635703e-19	7.33801643052744	AT1G08630,AT1G09530,AT1G14890,AT1G15670,AT1G56220,AT1G68840,AT1G69490,AT1G73480,AT1G73500,AT1G79700,AT2G02710,AT2G18700,AT2G22680,AT2G25900,AT2G33830,AT2G36080,AT2G36900,AT2G39980,AT3G04350,AT3G23150,AT3G62650,AT4G00335,AT4G08330,AT4G13830,AT4G28040,AT4G29190,AT5G07010,AT5G25350,AT5G27320,AT5G39610,AT5G49700,AT5G57340
