NA	NA	16207	NA	40169	253	1885488	26268	121	31405	122	120	256	10396	162	18
NA	NA	16995	NA	41167	193	1897459	28937	90	20411	50	130	184	7986	74	13
NA	NA	19881	NA	35241	243	1889444	23872	74	27826	97	62	157	9303	145	12
NA	NA	18657	NA	34920	257	1890593	25556	88	27112	94	72	175	8929	131	12
NA	NA	19228	NA	35280	298	1890634	24652	99	29406	108	65	152	9154	132	13
NA	NA	17533	NA	39133	229	1892398	27522	104	24166	64	88	186	8349	100	12
NA	NA	18056	NA	36092	245	1889793	25381	75	25252	77	87	153	9571	120	19
NA	NA	18188	NA	35305	202	1891132	25814	95	26057	76	62	157	9345	130	15
NA	NA	19445	NA	37142	251	1894413	25508	85	24030	76	84	158	8393	97	8
NA	NA	19447	NA	35731	249	1894002	25461	69	25239	86	68	178	8189	98	13
NA	NA	21398	NA	32178	250	1895647	23307	76	24926	95	40	128	8628	109	9
NA	NA	18066	NA	36720	244	1895481	26259	87	23865	71	74	140	8865	99	10
NA	NA	18527	NA	34268	290	1886192	24133	91	29959	121	58	175	10421	149	17
NA	NA	17104	NA	38117	223	1892786	28267	104	23801	64	94	179	7949	117	7
NA	NA	19067	NA	37673	174	1902951	27781	55	18583	44	98	130	6774	65	7
NA	NA	17240	NA	35081	266	1881047	24035	68	32972	142	73	203	11499	209	16
NA	NA	17148	NA	36213	251	1887365	26215	106	27423	94	81	171	9717	148	18
NA	NA	15998	NA	40694	240	1887367	27633	92	27114	82	120	196	9519	135	14
NA	NA	19249	NA	40516	214	1900832	27786	77	20378	49	107	154	6512	73	3
NA	NA	20529	NA	36731	288	1899700	26261	86	21756	61	76	163	6569	59	7
NA	NA	20778	NA	39251	233	1896315	23921	61	24052	95	74	147	8515	100	10
NA	NA	18709	NA	39837	244	1893946	26406	70	23935	77	90	206	8008	104	5
NA	NA	15840	NA	36159	223	1884469	26181	92	30345	108	87	188	11000	174	29
NA	NA	16831	NA	39227	219	1887104	27167	108	26816	97	95	178	9144	132	14
NA	NA	17304	NA	42238	231	1897512	28732	95	21278	50	116	189	7239	70	6
NA	NA	16207	NA	38443	282	1885095	26915	103	29493	101	105	220	9897	151	17
NA	NA	18301	NA	35487	219	1889428	24674	79	28394	84	69	165	10375	160	19
NA	NA	17575	NA	38311	269	1888761	26811	100	25936	74	83	157	8940	123	9
NA	NA	18125	NA	38511	299	1887550	25106	101	29191	105	93	220	9826	127	17
NA	NA	19480	NA	35219	307	1893788	25834	82	25621	67	61	177	7800	112	6
NA	NA	20012	NA	38127	280	1896029	24760	77	24292	89	89	155	8424	99	11
