regulators	output
ATHB_40,ATHB_21	AT1G23050,AT1G61667,AT1G31710,AT4G21510,AT5G51670,AT1G61890,AT1G17190,AT2G22680,AT3G52920,AT5G01370,AT4G27450,AT1G76790,AT5G57340,AT1G09450,AT2G28400,AT1G70000,AT2G38530,AT2G36080,AT4G04610,AT5G20700,AT1G70940,AT4G27260,AT3G45600,AT2G16720,AT3G08030,AT1G25560,AT1G49430,AT2G22430,AT1G64780,AT5G49360,AT2G45210,AT5G18130,AT5G09440,AT5G01820,AT2G43060,AT1G56220,AT5G14780,AT1G68620,AT1G03610,AT5G01840,AT1G30040,AT1G19850,AT2G34640,AT4G30410,AT4G22570,AT5G51560,AT3G57060,AT3G16340,AT5G02230,AT2G40900,AT1G58270,AT5G54300,AT2G15580,AT5G57660,AT5G48150,AT4G27460,AT2G37640,AT5G16110,AT1G71970,AT4G29700,AT1G17140,AT1G71960,AT3G10985,AT3G59940,AT1G26800,AT1G31800,AT5G13330,AT2G40150,AT3G21710,AT1G28960,AT3G17520,AT4G14150,AT3G62650,AT5G47560,AT1G64640,AT2G26550,AT5G23210,AT1G52400,AT5G23870,AT3G03270,AT5G66590,AT3G06760,AT1G53700,AT2G36220,AT4G26660,AT2G27830,AT2G40970,AT3G21260,AT2G02710,AT5G06280,AT2G41010,AT5G10770,AT1G76490,AT4G30530,AT5G15410,AT4G05070,AT3G02910,AT5G57050,AT5G23730,AT5G63800,AT5G62480,AT3G44610,AT1G27670,AT2G37470,AT5G03210,AT4G24790,AT1G23030,AT2G37260,AT4G01330,AT2G38120,AT3G14350,AT2G31750,AT1G15670,AT3G50560,AT1G70200,AT2G35950,AT2G01910,AT1G12240,AT2G14890,AT2G27420,AT5G07010,AT2G19650,AT5G49700,AT1G04250,AT4G17340,AT4G14770,AT4G15800,AT4G14270,AT1G69850,AT4G33660,AT2G17880,AT1G07090,AT4G08330,AT4G38690,AT4G02790,AT4G28040,AT5G09870,AT4G11660,AT4G30270,AT1G79700,AT2G01570,AT4G27657,AT2G06850,AT1G11210,AT4G28720,AT1G32550,AT4G37510,AT4G13410,AT1G75590,AT2G36900,AT1G23390,AT1G22330,AT3G18170,AT1G79270,AT2G42380,AT3G04350,AT3G60490,AT3G27400,AT3G14067,AT4G23870,AT3G50340,AT1G09530,AT3G61980,AT4G29190,AT3G11930,AT3G21200,AT5G07460,AT4G39040,AT4G14130,AT3G60550,AT5G47370,AT3G27160,AT2G22540,AT3G12170,AT5G59010,AT5G64100,AT1G19640,AT4G31610,AT1G13270,AT3G01410,AT3G27170,AT3G14200,AT3G61220,AT4G37040,AT5G59845,AT4G01730,AT4G13830,AT1G73480,AT4G27990,AT5G49800,AT5G39830,AT2G44230,AT2G21320,AT5G24760,AT5G53760,AT1G68590,AT2G31110,AT5G27320,AT3G16850,AT4G16390,AT1G75780,AT1G69490,AT3G14280,AT3G19380,AT2G47240,AT1G63100,AT2G46600,AT5G08180,AT5G50335,AT5G14460,AT2G30140,AT1G32520,AT1G01620,AT5G04760,AT1G70070,AT4G37410,AT5G18490,AT5G22640,AT1G23000,AT4G38860,AT1G31690,AT2G26400,AT5G19110,AT5G17650,AT3G53190,AT5G16715,AT3G48350,AT5G39610,AT1G52140,AT3G23150,AT5G13500,AT5G27330,AT4G36530,AT4G22190,AT1G21810,AT4G04890,AT3G17360,AT1G48610,AT2G26910,AT5G54510,AT4G34770,AT5G52320,AT1G04610,AT5G62790,AT3G29185,AT5G25190,AT5G46580
ZAT6,ATHB_21	AT5G46580,AT1G23050,AT1G61667,AT1G31710,AT4G21510,AT5G51670,AT1G61890,AT1G17190,AT2G22680,AT3G52920,AT5G01370,AT4G27450,AT1G76790,AT5G57340,AT3G21550,AT2G28400,AT1G70000,AT2G38530,AT2G36080,AT4G04610,AT5G20700,AT1G70940,AT4G27260,AT3G45600,AT2G16720,AT3G16290,AT5G25190,AT1G49430,AT2G22430,AT5G52320,AT5G49360,AT2G45210,AT5G18130,AT5G09440,AT5G01820,AT2G43060,AT1G56220,AT5G14780,AT1G68620,AT1G03610,AT5G01840,AT1G48610,AT1G19850,AT5G13500,AT4G30410,AT4G22570,AT3G23150,AT3G57060,AT3G16340,AT5G02230,AT2G40900,AT1G58270,AT5G54300,AT2G15580,AT5G57660,AT5G48150,AT4G27460,AT2G37640,AT5G16110,AT1G71970,AT4G29700,AT1G17140,AT1G71960,AT3G10985,AT5G39610,AT1G26800,AT1G31800,AT5G13330,AT2G40150,AT3G21710,AT3G48350,AT3G17520,AT3G53190,AT3G62650,AT5G47560,AT1G64640,AT2G26550,AT5G23210,AT5G17650,AT5G23870,AT3G03270,AT5G22640,AT3G06760,AT5G18490,AT2G36220,AT1G70070,AT2G27830,AT2G40970,AT3G21260,AT2G02710,AT5G06280,AT2G41010,AT5G10770,AT1G76490,AT4G30530,AT5G15410,AT4G05070,AT3G02910,AT1G01620,AT5G23730,AT5G63800,AT2G30140,AT3G44610,AT1G27670,AT2G37470,AT5G08180,AT4G24790,AT1G23030,AT2G46600,AT4G01330,AT2G38120,AT3G14350,AT2G31750,AT3G19380,AT3G50560,AT1G70200,AT2G35950,AT2G01910,AT3G14280,AT2G14890,AT2G27420,AT5G07010,AT2G19650,AT5G49700,AT1G04250,AT4G17340,AT1G69490,AT4G15800,AT4G14270,AT1G69850,AT4G33660,AT2G17880,AT1G07090,AT5G27320,AT4G38690,AT2G31110,AT4G28040,AT5G09870,AT4G11660,AT4G30270,AT1G79700,AT2G01570,AT4G27657,AT2G06850,AT1G11210,AT5G53760,AT1G32550,AT4G37510,AT4G13410,AT1G73480,AT4G13830,AT1G23390,AT4G01730,AT3G18170,AT1G79270,AT2G42380,AT3G04350,AT4G37040,AT3G14200,AT3G14067,AT5G64100,AT3G50340,AT2G22540,AT3G61980,AT4G29190,AT3G27160,AT5G47370,AT4G39040
ATHB_6,ATHB_21	AT4G39040,AT3G08030,AT1G71720,AT1G61667,AT1G78430,AT4G21510,AT5G51670,AT1G61890,AT1G17190,AT2G22680,AT3G52920,AT5G01370,AT1G25560,AT1G76790,AT5G57340,AT1G64780,AT2G28400,AT3G29185,AT2G38530,AT1G04610,AT4G04610,AT5G20700,AT1G70940,AT4G27260,AT1G30040,AT5G54510,AT3G16290,AT5G25190,AT1G49430,AT2G34640,AT4G36530,AT5G51560,AT2G45210,AT5G18130,AT5G09440,AT5G01820,AT2G43060,AT1G56220,AT3G59940,AT1G68620,AT1G03610,AT5G16715,AT1G48610,AT1G19850,AT5G13500,AT4G30410,AT5G66590,AT3G23150,AT3G57060,AT3G16340,AT1G31690,AT2G40900,AT1G58270,AT5G54300,AT1G23000,AT5G57660,AT4G26660,AT4G27460,AT2G37640,AT4G37410,AT5G57050,AT4G29700,AT1G17140,AT5G04760,AT5G62480,AT5G39610,AT5G14460,AT5G50335,AT2G37260,AT2G40150,AT3G21710,AT1G15670,AT1G12240,AT3G53190,AT3G62650,AT5G47560,AT1G64640,AT2G26550,AT5G23210,AT4G14770,AT5G23870,AT3G03270,AT4G08330,AT3G06760,AT5G18490,AT2G36220,AT1G75780,AT2G27830,AT2G40970,AT3G21260,AT4G16390,AT4G28720,AT2G41010,AT5G10770,AT1G76490,AT1G75590,AT5G15410,AT2G44230,AT1G22330,AT1G01620,AT3G27400,AT5G63800,AT4G23870,AT3G44610,AT3G27170,AT2G37470,AT3G01410,AT4G24790,AT1G19640,AT2G46600,AT4G01330,AT2G38120,AT3G14350,AT2G31750,AT3G19380,AT3G50560,AT1G70200,AT1G09530,AT2G01910,AT5G59010,AT2G14890,AT3G12170,AT5G07010,AT3G11930,AT3G21200,AT5G07460,AT5G47370,AT1G69490,AT4G15800,AT4G29190,AT1G69850,AT2G22540,AT3G50340,AT3G18170,AT1G23390,AT4G38690,AT4G37510,AT4G28040,AT5G09870,AT4G11660,AT4G30270,AT1G79700,AT2G01570,AT4G27657,AT2G06850,AT1G11210,AT5G53760,AT1G32550
HAT2,ATHB_21	AT5G46580,AT4G39040,AT1G31710,AT4G22190,AT5G49360,AT5G02230,AT1G71960,AT5G27330,AT1G61890,AT2G15580,AT4G38860,AT3G10985,AT2G36900,AT1G23030,AT3G52920,AT3G48350,AT1G63100,AT2G47240,AT3G16850,AT4G30530,AT3G60550,AT3G60490,AT2G01570,AT1G27670,AT4G28040,AT5G57340,AT3G14280,AT1G09530,AT2G37470,AT2G28400,AT1G04610,AT4G14130,AT3G27160,AT1G07090,AT5G64100,AT3G04350,AT2G42380,AT1G73480,AT4G13410,AT1G79700,AT1G30040,AT4G38690,AT1G23390,AT3G18170,AT3G16290,AT3G08030,AT3G21200,AT2G01910,AT1G70200,AT3G50560,AT2G31750,AT2G38120,AT1G58270,AT1G49430,AT4G23870,AT5G63800,AT3G27400,AT1G22330,AT1G75590,AT4G37410,AT1G76490,AT4G29700,AT5G10770,AT4G36530,AT4G28720,AT5G39610,AT3G21260,AT3G06760,AT3G03270,AT4G14770,AT5G47560,AT1G12240
ATHB_53,ATHB_21	AT1G49430,AT5G47370,AT1G32550,AT5G39610,AT3G17520,AT1G31710,AT1G61890,AT3G60550,AT3G52920,AT3G48350,AT3G14280,AT2G22680,AT2G37470,AT2G28400,AT3G16850,AT4G15800,AT3G23150,AT1G68620,AT5G49360,AT5G52320,AT5G02230,AT5G20700,AT5G14780,AT2G22430,AT5G18130,AT2G01570,AT5G57660,AT1G61667,AT1G53700,AT4G29700,AT5G63800,AT1G58270,AT4G30270,AT3G21710,AT2G38120,AT1G23390,AT1G63100,AT5G03210,AT5G10770,AT4G36530,AT3G10985,AT1G04610,AT5G46580,AT5G01370,AT5G27330,AT5G57050,AT3G04350,AT2G26400,AT4G05070,AT3G61980,AT1G23000,AT2G36900,AT4G21510,AT5G59845,AT4G38860,AT5G13330,AT1G23030,AT4G37040,AT1G19850,AT1G76490,AT1G48610,AT4G37510,AT3G06760,AT4G28720,AT2G43060,AT1G71720,AT5G23210,AT3G03270,AT4G30530,AT5G47560,AT3G53190,AT5G09870,AT1G27670,AT4G27657,AT2G27830,AT4G11660,AT5G01820,AT5G23870,AT2G44230,AT5G13500,AT3G14067,AT5G18490,AT4G22190,AT5G07010,AT1G69850,AT2G40970,AT2G36080,AT5G23730,AT3G44610,AT3G16340,AT3G27160,AT3G27170,AT1G56220,AT5G15410,AT4G29190,AT3G02910,AT2G16720,AT1G71960,AT4G28040,AT2G45210,AT1G09530,AT3G19380,AT5G25190,AT2G14890,AT4G22570,AT1G28960,AT1G19640,AT2G38530,AT5G57340,AT3G50340,AT5G22640,AT3G21200,AT5G66590,AT3G45600,AT2G15580,AT1G25560,AT5G09440,AT1G64780,AT2G27420,AT1G01620,AT2G35950,AT5G01840,AT5G49700,AT2G40150,AT4G30410,AT5G50335,AT2G22540,AT5G54510,AT5G27320,AT1G70940,AT5G51670,AT1G52140,AT1G23050,AT2G06850,AT1G12240,AT4G27260,AT1G03610,AT1G11210,AT1G71970,AT5G16110,AT1G15670,AT5G53760,AT5G16715,AT4G14770,AT2G31110,AT3G21260,AT2G26910,AT5G48150,AT2G47240,AT1G70200,AT1G70000,AT1G21810,AT1G52400,AT4G37410,AT4G27450,AT4G14130,AT4G23870,AT5G59010,AT2G40900,AT1G75590,AT5G19110,AT4G04610,AT1G22330,AT1G04250,AT3G29185,AT3G50560,AT1G79700,AT1G30040,AT3G14350,AT3G08030,AT1G13270,AT5G64100,AT5G08180,AT4G24790,AT3G61220,AT4G38690,AT4G39040,AT2G17880,AT2G34640,AT4G26660,AT1G64640,AT5G49800,AT2G26550,AT3G18170,AT1G75780,AT5G24760,AT1G07090,AT1G68590,AT4G14270,AT4G02790,AT1G17190,AT5G06280,AT2G42380,AT1G70070,AT2G01910,AT2G37640,AT1G17140,AT1G76790
DOF5_4,ATHB_21	AT1G69490,AT3G21550,AT4G04890,AT1G32550,AT5G39610,AT3G17520,AT1G31800,AT1G61890,AT3G60550,AT5G62480,AT3G48350,AT3G14280,AT2G22680,AT1G78430,AT2G31750,AT1G79270,AT2G02710,AT2G46600,AT3G17360,AT4G01330,AT5G52320,AT5G02230,AT5G54300,AT5G14780,AT2G22430,AT3G27400,AT3G60490,AT5G57660,AT1G61667,AT4G34770,AT4G31610,AT5G63800,AT5G39830,AT4G30270,AT3G21710,AT2G38120,AT1G23390,AT2G21320,AT5G03210,AT2G19650,AT4G36530,AT3G10985,AT1G04610,AT5G46580,AT5G01370,AT1G32520,AT5G17650,AT5G14460,AT2G26400,AT1G17140,AT2G01910,AT1G70070,AT2G36900,AT2G26550,AT5G49800,AT4G38860,AT2G17880,AT4G39040,AT3G61220,AT1G19850,AT1G76490,AT5G64100,AT3G08030,AT3G14350,AT4G28720,AT2G43060,AT1G71720,AT1G30040,AT3G03270,AT1G79700,AT1G04250,AT4G04610,AT1G75590,AT1G27670,AT4G27657,AT2G40900,AT4G11660,AT5G01820,AT5G59010,AT4G23870,AT4G27450,AT1G21810,AT1G70000,AT4G22190,AT1G70200,AT1G69850,AT2G40970,AT2G36080,AT5G23730,AT3G44610,AT3G16340,AT3G27160,AT3G27170,AT5G48150,AT2G26910,AT2G31110,AT3G02910,AT2G16720,AT1G71960,AT5G53760,AT2G45210,AT1G09530,AT3G19380,AT5G25190,AT1G15670,AT4G22570,AT5G16110,AT1G19640,AT2G38530,AT1G11210,AT4G27260,AT1G12240,AT2G06850,AT1G23050,AT5G51670,AT1G70940,AT5G27320,AT5G54510,AT4G30410,AT2G27420,AT1G01620,AT2G35950,AT5G01840,AT5G49700,AT2G40150
NAC002,ATHB_21	AT1G73480,AT5G47370,AT2G37470,AT4G04890,AT1G32550,AT5G39610,AT3G17520,AT1G31800,AT1G61890,AT2G28400,AT5G62480,AT4G33660,AT3G14280,AT1G26800,AT4G15800,AT2G31750,AT1G79270,AT2G02710,AT2G41010,AT5G04760,AT1G09450,AT5G52320,AT2G30140,AT5G54300,AT5G14780,AT2G22430,AT1G68620,AT3G60490,AT5G57660,AT5G49360,AT4G34770,AT4G31610,AT5G63800,AT5G20700,AT4G30270,AT3G21710,AT2G38120,AT1G23390,AT5G18130,AT2G01570,AT1G53700,AT4G36530,AT3G59940,AT4G01730,AT5G46580,AT5G01370,AT1G06080,AT1G58270,AT1G63100,AT2G26400,AT1G17140,AT4G14150,AT2G37640,AT1G23000,AT3G18170,AT5G49800,AT4G38860,AT5G13330,AT4G39040,AT1G64640,AT1G19850,AT1G76490,AT4G26660,AT3G08030,AT1G23030,AT4G28720,AT2G43060,AT4G37040,AT4G37510,AT3G03270,AT3G06760,AT1G04250,AT5G23210,AT4G30530,AT1G27670,AT4G27657,AT5G47560,AT4G11660,AT5G01820,AT3G53190,AT2G27830,AT3G14067,AT5G18490,AT2G47240,AT5G15410,AT1G70200,AT3G21260,AT4G28040,AT2G36080,AT5G23730,AT3G44610,AT5G16715,AT3G27160,AT3G27170,AT5G48150,AT1G71970,AT1G25560,AT5G09440,AT1G64780,AT5G50335,AT5G01840,AT2G45210,AT1G09530,AT2G35950,AT5G25190,AT1G15670,AT5G54510,AT5G27320,AT5G51670,AT1G12240
ZAT10,ATHB_21	AT3G45600,AT5G25190,AT1G09530,AT1G71970,AT1G76790,AT1G07090,AT5G51560,AT2G40150,AT1G31800,AT1G49430,AT5G27330,AT4G33660,AT2G37470,AT1G70070,AT4G13410,AT1G78430,AT4G04890,AT2G37260,AT1G32550,AT5G19110,AT3G23150,AT5G62790,AT5G23870,AT4G14130,AT4G01330,AT4G14770,AT5G39830,AT2G21320,AT5G57340,AT2G38530,AT4G34770,AT2G06850,AT2G19650,AT3G10985,AT1G04610,AT4G30270,AT5G17650,AT2G01910,AT4G27260,AT5G57050,AT5G51670,AT5G09440,AT3G59940,AT1G26800,AT5G54510,AT3G27170,AT5G16715,AT3G44610,AT4G27990,AT4G26660,AT1G76490,AT2G26550,AT4G27460,AT5G10770,AT4G15800,AT5G50335,AT1G64780,AT1G23000,AT1G17190,AT1G79270,AT5G24760,AT1G17140,AT3G14280,AT2G36900,AT2G41010,AT4G21510,AT2G37640,AT5G04760,AT1G19850,AT4G14150,AT1G04250,AT5G23210,AT4G30530,AT1G27670,AT4G27657,AT5G47560,AT4G04610,AT5G01820,AT2G40900,AT2G27830,AT3G08030,AT3G50560,AT1G75780,AT3G17360,AT1G70200,AT3G14350,AT2G34640,AT1G30040,AT2G02710,AT4G37040,AT1G58270,AT3G27160,AT4G27450,AT4G11660,AT5G54300,AT1G13270,AT3G53190,AT5G59010,AT3G29185,AT5G01840,AT2G45210,AT1G69850,AT4G23870,AT5G23730,AT2G01570,AT5G18130,AT5G27320,AT1G23390,AT2G38120,AT3G48350,AT1G63100,AT1G06080,AT5G20700,AT1G70940,AT3G16850,AT5G57660,AT4G36530,AT2G31110,AT1G01620,AT4G37410,AT1G52400,AT1G56220,AT5G53760,AT2G16720,AT5G63800,AT2G35950,AT1G19640,AT3G60490,AT2G27420,AT5G49360,AT4G31610,AT3G19380
NAC018,ATHB_21	AT1G15670,AT3G03270,AT1G11210,AT4G28720,AT5G23730,AT3G52920,AT1G61890,AT1G53700,AT5G13330,AT1G12240,AT2G31750,AT1G75590,AT3G62650,AT1G71960,AT5G39610,AT1G61667,AT5G57340,AT2G28400,AT1G76490,AT3G01410,AT3G16850,AT1G23030,AT2G43060,AT4G38860,AT2G47240,AT4G28040,AT2G36080,AT5G52320,AT4G37510,AT1G68620,AT1G70000,AT3G21710,AT1G21810,AT3G02910,AT1G71970,AT3G23150,AT1G52140,AT5G16110,AT5G51670,AT5G09440,AT5G49360,AT1G26800,AT2G27420,AT2G35950,AT5G63800,AT4G36530,AT5G57660,AT1G06080,AT5G23870,AT4G27260,AT5G18130,AT2G01570,AT4G15800,AT1G69850,AT1G64780,AT2G45210,AT1G31800,AT3G53190,AT5G54300,AT4G30270,AT1G58270,AT1G70200,AT2G41010,AT3G08030,AT2G37640,AT5G04760,AT1G19850,AT5G47560,AT1G27670,AT5G23210
NAP,ATHB_21	AT5G23210,AT1G15670,AT3G03270,AT5G01820,AT4G28720,AT5G23730,AT3G52920,AT1G61890,AT1G53700,AT5G13330,AT1G12240,AT2G31750,AT1G75590,AT3G62650,AT1G25560,AT5G39610,AT1G61667,AT5G25190,AT2G28400,AT3G14067,AT3G01410,AT4G22570,AT1G23030,AT2G43060,AT4G38860,AT3G27160,AT4G28040,AT2G36080,AT5G52320,AT4G37510,AT3G50560,AT2G27830,AT3G21710,AT1G21810,AT3G02910,AT1G71970,AT3G23150,AT4G30530,AT5G47560,AT5G51670,AT5G09440,AT5G49360,AT1G26800,AT2G27420,AT2G35950,AT5G63800,AT4G36530,AT5G57660,AT1G06080,AT1G19850,AT5G04760,AT5G18130,AT2G01570,AT4G15800,AT1G69850,AT1G64780,AT2G45210,AT1G31800,AT3G53190,AT5G54300,AT4G30270,AT1G58270,AT1G70200,AT2G41010,AT3G08030,AT2G37640
ANAC032,ATHB_21	AT1G69490,AT5G23210,AT1G11210,AT3G03270,AT1G31710,AT4G28720,AT5G23730,AT3G52920,AT1G61890,AT1G53700,AT5G13330,AT5G09870,AT2G31750,AT5G01840,AT3G62650,AT1G73480,AT5G39610,AT1G61667,AT5G25190,AT2G28400,AT3G14067,AT1G71960,AT5G47370,AT1G23030,AT2G43060,AT3G45600,AT3G27160,AT4G28040,AT2G36080,AT3G21550,AT1G22330,AT3G50560,AT2G27830,AT3G21710,AT3G11930,AT3G02910,AT1G71970,AT3G23150,AT4G30530,AT5G47560,AT5G51670,AT5G09440,AT5G49360,AT1G26800,AT4G33660,AT2G35950,AT5G63800,AT2G14890,AT5G57660,AT1G48610,AT1G19850,AT5G04760,AT5G18130,AT2G01570,AT4G15800,AT1G69850,AT1G79700,AT2G45210,AT1G31800,AT3G53190,AT2G38120,AT4G30270,AT1G58270,AT1G70200,AT2G41010,AT4G11660,AT4G27260,AT5G23870,AT1G27670,AT2G46600,AT4G27657,AT2G02710,AT4G04610,AT2G36220,AT5G13500,AT5G02230,AT5G15410,AT3G14200,AT4G29700,AT3G04350,AT4G21510,AT3G14350,AT4G05070,AT3G17520,AT2G01910,AT3G60550,AT2G06850,AT1G68620,AT4G27450,AT3G14280,AT1G17140,AT3G18170,AT5G06280,AT2G17880,AT5G57340,AT1G79270,AT1G17190,AT5G46580,AT3G61980,AT1G07090,AT1G32550,AT5G10770,AT5G27320,AT1G23390,AT4G27460,AT3G48350,AT1G70070,AT2G26550,AT5G20700,AT1G70940,AT1G49430,AT1G76490,AT3G06760,AT1G09530,AT3G21260,AT5G54510,AT1G52400,AT1G56220,AT5G53760,AT2G16720,AT2G37470,AT5G59845,AT2G38530,AT4G34770,AT3G27170,AT2G30140,AT5G48150,AT4G01330,AT5G14780,AT3G10985,AT1G09450,AT1G76790,AT5G18490,AT3G44610,AT4G29190,AT3G57060,AT2G40970,AT3G16340,AT5G01370,AT2G22430,AT2G15580,AT5G17650
AtMYB56,ATHB_21	AT2G01570,AT1G03610,AT5G01820,AT1G12240,AT2G22680,AT1G06080,AT1G70940,AT1G64780,AT5G54300,AT5G49360,AT1G04250,AT2G44230,AT1G52140,AT3G27400,AT3G62650,AT2G26910,AT2G36900,AT3G29185,AT5G25190,AT4G23870,AT5G50335,AT1G71960,AT4G02790,AT2G37260,AT3G60490,AT4G13410,AT5G07010,AT1G04610,AT4G30410,AT5G27330,AT3G44610,AT5G48150,AT1G52400,AT5G23730,AT2G26550,AT1G07090,AT3G61980,AT5G13500,AT2G46600,AT5G23870,AT2G38120,AT1G69850,AT1G53700,AT2G37640,AT4G33660,AT2G35950,AT1G19850,AT5G57660
SVP,ATHB_21	AT5G57660,AT2G01570,AT2G22430,AT1G15670,AT1G12240,AT4G29190,AT1G06080,AT1G70940,AT1G64780,AT5G18490,AT4G16390,AT1G75590,AT4G22570,AT4G38860,AT3G27400,AT3G62650,AT2G26910,AT5G52320,AT4G36530,AT2G36080,AT1G63100,AT3G08030,AT5G16110,AT2G40900,AT2G37260,AT4G14130,AT4G14150,AT5G07010,AT1G04610,AT4G30410,AT1G30040,AT3G44610,AT5G48150,AT1G32520,AT4G14770,AT3G12170,AT4G39040,AT3G61980,AT5G13500,AT5G51560,AT2G31110,AT2G38120,AT1G69850,AT1G19640,AT2G37640,AT4G33660,AT2G35950,AT1G19850,AT2G43060,AT3G27160,AT1G23050,AT5G13330,AT5G63800,AT5G23210,AT1G11210,AT1G79700,AT5G01370,AT1G31800,AT3G53190,AT5G09440,AT4G30270,AT3G16340,AT1G70200,AT3G50560,AT4G11660,AT1G31710,AT5G51670,AT1G76790,AT5G47560,AT4G28720,AT2G02710,AT4G04610,AT2G36220,AT4G30530,AT5G14780,AT4G01330,AT5G59845,AT3G52920,AT5G53760,AT3G21710,AT5G54510,AT1G09530,AT1G76490,AT1G49430,AT3G11930,AT1G23390,AT5G27320,AT1G17190,AT3G14280,AT5G57340
WRKY18,ATHB_21	AT5G57340,AT5G57660,AT2G01570,AT2G22430,AT1G15670,AT1G03610,AT4G29190,AT5G01820,AT5G17650,AT1G64780,AT5G18490,AT5G54300,AT1G75590,AT5G49360,AT4G38860,AT3G27400,AT3G62650,AT2G26910,AT5G52320,AT4G36530,AT2G36080,AT1G63100,AT3G08030,AT5G07460,AT3G19380,AT2G36900,AT3G29185,AT4G14150,AT2G27420,AT1G04610,AT4G30410,AT1G30040,AT3G44610,AT5G48150,AT3G10985,AT4G14770,AT3G12170,AT5G25190,AT5G02230,AT5G13500,AT5G51560,AT4G23870,AT2G38120,AT1G69850,AT5G50335,AT1G71960,AT5G47370,AT2G40150,AT1G19850,AT2G43060,AT3G14067,AT5G01840,AT5G13330,AT5G63800,AT5G23210,AT1G11210,AT1G79700,AT5G01370,AT5G27330,AT3G53190,AT5G09440,AT4G30270,AT3G16340,AT1G70200,AT1G73480,AT4G11660,AT1G31710,AT1G70000,AT1G76790,AT5G39610,AT4G28720,AT3G50340,AT5G03210,AT2G36220,AT4G30530,AT3G17360,AT5G62480,AT2G34640,AT3G52920,AT1G52400,AT5G23730,AT5G54510,AT1G09530,AT2G26550,AT1G49430,AT3G11930,AT1G23390,AT5G27320,AT1G17190,AT3G14280,AT5G06280,AT3G59940,AT3G18170,AT1G79270,AT1G31690,AT5G14460,AT3G23150,AT4G08330,AT5G59010,AT5G10770,AT5G23870,AT1G68620,AT4G27460,AT3G16290,AT2G28400,AT1G23000,AT2G31750,AT1G64640,AT5G09870,AT2G01910,AT4G26660,AT3G17520,AT3G21260,AT5G39830,AT1G53700,AT1G23030,AT4G21510,AT2G16720,AT4G14270,AT3G04350,AT1G68590,AT3G16850,AT2G21320,AT5G16715,AT2G27830,AT1G48610,AT5G64100,AT1G61890,AT3G45600,AT4G27657,AT1G27670,AT4G27260,AT5G22640,AT2G47240,AT5G08180,AT2G41010,AT1G58270,AT2G45210,AT3G21200,AT1G78430,AT4G04890,AT1G28960,AT5G66590,AT4G01730,AT1G25560,AT2G26400,AT4G22190
ABI5,ATHB_21	AT2G22680,AT5G16110,AT5G57660,AT2G01570,AT2G22430,AT1G15670,AT2G40900,AT2G37260,AT1G69490,AT1G52140,AT1G64780,AT4G14130,AT5G54300,AT1G75590,AT5G07010,AT2G37640,AT4G33660,AT2G35950,AT3G60490,AT5G51670,AT5G47560,AT2G02710,AT5G14780,AT3G08030,AT2G17880,AT1G07090,AT5G20700,AT4G24790,AT1G56220,AT2G27420,AT1G04610,AT2G37470,AT3G27170,AT2G30140,AT5G04760,AT3G10985,AT4G14770,AT2G40970,AT1G22330,AT5G49700,AT5G57050,AT5G51560,AT1G25560,AT4G01730,AT5G66590,AT4G04890,AT1G71960,AT5G47370,AT1G58270,AT1G19850,AT2G43060,AT3G14067,AT2G41010,AT5G13330,AT4G27260,AT4G27657,AT3G45600,AT1G61890,AT1G48610,AT5G16715,AT3G53190,AT5G09440,AT3G16850,AT4G14270,AT1G53700,AT3G17520,AT2G01910,AT2G31750,AT1G68620,AT4G08330,AT1G79270,AT4G28720,AT3G50340,AT3G18170,AT2G36220,AT4G30530,AT3G59940,AT5G62480,AT1G23390,AT5G54510
BRC1,ATHB_21	AT5G54510,AT5G16110,AT2G22540,AT1G15670,AT2G01570,AT2G22430,AT4G16390,AT2G42380,AT1G03610,AT2G40900,AT1G69490,AT4G37410,AT2G36080,AT5G54300,AT4G29190,AT5G18490,AT2G37640,AT4G33660,AT3G19380,AT1G71970,AT5G49360,AT5G47560,AT4G38860,AT5G19110,AT1G21810,AT1G30040,AT1G07090,AT3G44610,AT3G03270,AT2G15580,AT4G29700,AT4G38690,AT1G23050,AT2G38120,AT5G01840,AT5G04760,AT5G63800,AT1G27670,AT2G40970,AT1G11210,AT5G49700,AT2G27830,AT3G50560,AT1G25560,AT4G36530,AT5G07460,AT1G73480,AT1G71960,AT4G01330,AT1G58270,AT5G59845,AT2G43060,AT3G14067,AT5G07010,AT5G13330,AT2G35950,AT2G02710,AT3G45600,AT5G03210,AT1G32550,AT5G06280,AT3G06760,AT5G23730,AT2G17880,AT3G14350,AT1G53700,AT3G59940,AT2G36220,AT5G20700,AT4G24790,AT1G79270,AT1G01620,AT5G15410,AT1G56220,AT2G31750,AT3G12170,AT2G27420,AT5G62790,AT3G17520,AT4G23870,AT3G27170,AT1G09530,AT2G30140,AT1G69850,AT3G10985,AT4G14770,AT1G22330,AT1G79700,AT5G51560,AT5G66590,AT2G34640,AT1G70200,AT2G16720,AT4G21510,AT5G47370,AT3G21260,AT5G09870,AT5G59010,AT1G64640,AT4G27657,AT1G70000,AT4G27260
