master_regulator 1	master_regulator_2	p-value	fdr	enrichment	Intersection Genes
AT3G18550	AT1G09530	0.274588937918528	0.411883406877792	1.94566353187043	AT1G71970,AT3G45600
AT3G18550	AT4G34000	0.924789667194545	1	0.41158267020336	AT5G01520
AT3G18550	AT1G22640	0.804523128808553	0.942577393515346	0.690396737115313	AT3G11690,AT5G01520
AT3G18550	AT1G01720	0.00603124602122445	0.0207684645600425	1.74002429679469	AT1G22640,AT1G53560,AT1G71970,AT2G01570,AT2G22430,AT2G43060,AT3G13720,AT3G14067,AT3G21260,AT3G26510,AT3G59940,AT5G01520,AT5G15410,AT5G19860,AT5G20700,AT5G47560,AT5G49360,AT5G60850,AT5G63800,AT5G65380
AT3G18550	AT1G77450	0.031256059820551	0.0699288118019107	1.60017187667848	AT1G22640,AT1G56220,AT2G39010,AT3G11690,AT3G17100,AT3G21260,AT3G26510,AT3G45600,AT3G59940,AT4G14930,AT5G01520,AT5G47560,AT5G49360,AT5G60850,AT5G63800,AT5G65380
AT3G18550	AT5G05410	0.392102822900272	0.541333248170185	1.18901660280971	AT1G53560,AT1G56220,AT3G59940,AT5G01520,AT5G47560,AT5G60850
AT3G18550	AT1G69490	0.00358581953129492	0.0143432781251797	2.0579133510168	AT1G06040,AT1G22640,AT1G53560,AT1G71970,AT2G01570,AT2G43060,AT2G43710,AT3G13720,AT3G14067,AT5G01520,AT5G19860,AT5G47560,AT5G49360,AT5G60850,AT5G63800
AT3G18550	AT4G31800	1.19749964853567e-06	2.78946976953015e-05	1.94566353187043	AT1G01620,AT1G06040,AT1G22640,AT1G52880,AT1G53560,AT1G56220,AT1G71970,AT2G01570,AT2G15580,AT2G21185,AT2G22430,AT2G22540,AT2G39010,AT2G40970,AT2G43060,AT2G43710,AT2G45960,AT3G11690,AT3G13720,AT3G14067,AT3G17100,AT3G21260,AT3G26510,AT3G45600,AT3G52060,AT3G53420,AT3G59940,AT4G01330,AT4G14930,AT4G38690,AT5G01520,AT5G05690,AT5G15410,AT5G19860,AT5G20700,AT5G47560,AT5G49360,AT5G60850,AT5G63800,AT5G65380
AT3G18550	AT4G36740	6.79051970368078e-06	0.000120860461024058	1.99911582670203	AT1G01620,AT1G22640,AT1G52880,AT1G56220,AT1G71970,AT2G01570,AT2G15580,AT2G21185,AT2G22430,AT2G22540,AT2G39010,AT2G40970,AT2G43060,AT2G43710,AT3G11690,AT3G14067,AT3G17100,AT3G21260,AT3G45600,AT3G52060,AT3G53420,AT3G59940,AT4G01330,AT4G14930,AT4G38690,AT5G01520,AT5G05690,AT5G06280,AT5G15410,AT5G20700,AT5G47560,AT5G49360,AT5G60850,AT5G63800
AT3G18550	AT4G14770	0.000222461654982836	0.00160172391587642	2.63143018654607	AT1G22640,AT1G56220,AT1G71970,AT2G15580,AT2G22430,AT2G39010,AT2G43060,AT3G45600,AT3G53420,AT3G59940,AT5G03230,AT5G05690,AT5G20700,AT5G49360,AT5G60850
AT3G18550	AT5G60850	0.0296848019187873	0.0675585147117228	1.55339265850946	AT1G01620,AT1G22640,AT1G52880,AT1G53560,AT2G22430,AT2G40970,AT2G43060,AT2G43710,AT2G45960,AT3G11690,AT3G17100,AT3G53420,AT4G01330,AT5G01520,AT5G03230,AT5G05690,AT5G63800,AT5G65380
AT3G18550	AT2G36270	0.0172169029691831	0.0437044459986956	1.61366538952746	AT1G22640,AT1G52880,AT1G53560,AT1G56220,AT2G01570,AT2G22430,AT2G40970,AT2G43060,AT3G11690,AT3G13720,AT3G14067,AT3G26510,AT3G45600,AT3G53420,AT3G59940,AT5G01520,AT5G20700,AT5G47560,AT5G60850
AT3G18550	AT2G22540	0.475577700174623	0.631975735802519	1.05951974507796	AT1G06040,AT2G01570,AT2G22430,AT2G39010,AT2G43060,AT2G45960,AT4G01330,AT5G05690,AT5G47560,AT5G63800
AT3G18550	AT2G18550	0.000170964169545378	0.00138954219968818	2.20317782285328	AT1G01620,AT1G56220,AT1G71970,AT2G01570,AT2G15580,AT2G22430,AT2G22540,AT2G40970,AT2G43060,AT3G14067,AT3G21260,AT3G45600,AT3G59940,AT4G01330,AT4G38690,AT5G06280,AT5G15410,AT5G20700,AT5G47560,AT5G49360,AT5G63800
AT3G18550	AT1G52880	0.01055678149359	0.0307388637607474	1.84502576298058	AT1G06040,AT1G22640,AT1G53560,AT1G71970,AT2G01570,AT2G43060,AT2G43710,AT3G13720,AT5G01520,AT5G19860,AT5G47560,AT5G49360,AT5G60850,AT5G63800,AT5G65380
AT3G18550	AT5G66700	1.6939950670514e-06	3.72678914751308e-05	2.37803320561941	AT1G01620,AT1G22640,AT1G52880,AT1G56220,AT1G71970,AT2G01570,AT2G15580,AT2G21185,AT2G22430,AT2G22540,AT2G39010,AT2G40970,AT2G43060,AT2G43710,AT3G11690,AT3G14067,AT3G21260,AT3G45600,AT4G14930,AT4G38690,AT5G05690,AT5G06280,AT5G15410,AT5G20700,AT5G47560,AT5G49360,AT5G60850,AT5G63800
AT3G18550	AT2G01570	0.0318771847585578	0.0708797385429297	2.67528735632184	AT1G53560,AT2G22430,AT3G14067,AT3G26510,AT5G49360
AT3G18550	AT2G22430	1.61727753148604e-05	0.000237200704617952	1.79890011890606	AT1G01620,AT1G06040,AT1G22640,AT1G52880,AT1G53560,AT1G56220,AT1G71970,AT2G01570,AT2G15580,AT2G21185,AT2G22540,AT2G39010,AT2G40970,AT2G43060,AT2G43710,AT2G45960,AT3G11690,AT3G13720,AT3G14067,AT3G17100,AT3G21260,AT3G26510,AT3G45600,AT3G52060,AT3G59940,AT4G01330,AT4G14930,AT4G38690,AT5G01520,AT5G05690,AT5G06280,AT5G15410,AT5G19860,AT5G20700,AT5G47560,AT5G49360,AT5G60850,AT5G63800,AT5G65380
AT3G18550	AT4G01120	1	1	0	
AT3G18550	AT2G43060	1	1	0	
AT3G18550	AT5G47370	0.000419730653255378	0.00272480883096934	2.18625633419849	AT1G06040,AT1G52880,AT1G56220,AT1G71970,AT2G01570,AT2G15580,AT2G43060,AT2G43710,AT3G11690,AT3G21260,AT3G45600,AT3G53420,AT4G38690,AT5G01520,AT5G05690,AT5G15410,AT5G47560,AT5G49360,AT5G63800
AT1G43700	AT4G01120	1	1	0	
AT1G43700	AT4G14770	0.274588937918528	0.411883406877792	1.94566353187043	AT4G30270,AT5G57340
AT3G60490	AT5G17800	0.338847041704276	0.487939740054157	1.45924764890282	AT1G22640,AT1G70940,AT1G71030
AT3G60490	AT4G01120	1	1	0	
AT3G60490	AT1G22640	0.650459910552992	0.812561907189227	0.930534732633683	AT1G64660,AT5G01520
AT3G60490	AT1G27730	0.143549962035374	0.24397332603437	1.28413793103448	AT1G06570,AT1G08510,AT1G70940,AT1G76490,AT2G44130,AT3G16850,AT3G29240,AT3G45600,AT3G55960,AT3G59940,AT3G61260,AT4G01330,AT4G14930,AT4G30270,AT5G05690,AT5G57340,AT5G60850,AT5G63800
AT3G60490	AT1G77450	0.00185782075810787	0.00919621275263396	2.26994078718217	AT1G22640,AT1G64660,AT1G76490,AT3G16850,AT3G26510,AT3G45600,AT3G59940,AT4G14930,AT4G17170,AT5G01520,AT5G14780,AT5G57340,AT5G60850,AT5G63800
AT3G60490	AT2G43060	1	1	0	
AT3G60490	AT2G22540	0.00234652904012563	0.0102583028359772	1.96551724137931	AT1G06040,AT1G08510,AT1G12240,AT1G34000,AT1G70940,AT1G71030,AT1G76490,AT2G43060,AT3G06170,AT3G61460,AT4G01330,AT4G10310,AT4G30270,AT5G05690,AT5G14780,AT5G48150,AT5G57340,AT5G63800
AT3G60490	AT4G31800	7.24901857940547e-05	0.000683478894629659	1.81014467890433	AT1G06040,AT1G06570,AT1G08510,AT1G12240,AT1G22640,AT1G64660,AT1G70940,AT1G71030,AT1G80180,AT2G15320,AT2G22540,AT2G43060,AT2G43710,AT2G44130,AT3G13720,AT3G16850,AT3G26510,AT3G29240,AT3G45600,AT3G55960,AT3G59940,AT3G61260,AT3G61460,AT4G01330,AT4G14930,AT4G17170,AT4G17340,AT5G01520,AT5G05690,AT5G14780,AT5G48150,AT5G57340,AT5G60850,AT5G63800
AT3G60490	AT5G60850	0.00521951063744753	0.0184546983252609	1.72864721485411	AT1G08510,AT1G12240,AT1G22640,AT1G64660,AT1G70940,AT1G71030,AT1G76490,AT2G15320,AT2G43060,AT2G43710,AT2G44130,AT3G55960,AT3G61460,AT4G01330,AT4G10310,AT4G30270,AT5G01520,AT5G05690,AT5G14780,AT5G48150,AT5G63800
AT5G17800	AT5G25190	0.135118300345083	0.231631372020142	2.29310344827586	AT1G71030,AT4G23400,AT5G23870
AT5G17800	AT2G18550	0.338847041704276	0.487939740054157	1.45924764890282	AT1G70940,AT5G23870,AT5G49360
AT5G17800	AT1G22640	1	1	0	
AT5G63790	AT1G69490	0.694147656233239	0.848193175789779	0.89176245210728	AT5G01520
AT5G63790	AT4G34000	0.875550958736519	0.989989358300659	0.509578544061303	AT5G01520
