master_regulator 1	master_regulator_2	p-value	fdr	enrichment	Intersection Genes
AT3G18550	AT1G09530	0.605089045483338	1	1.12848484848485	AT4G34000
AT3G18550	AT4G34000	0.349873537224762	0.865937004631286	1.43230769230769	AT2G29090,AT2G31750,AT5G53970
AT3G18550	AT1G22640	0.462725728526135	0.939689171776151	1.20129032258065	AT2G29090,AT4G34000,AT5G53970
AT3G18550	AT1G01720	0.00569970353313752	0.158443777403347	1.81658536585366	AT1G10740,AT1G79270,AT2G29090,AT2G31750,AT3G16910,AT3G27170,AT4G27657,AT4G33660,AT4G36530,AT5G06980,AT5G23730,AT5G43260,AT5G47560,AT5G47610,AT5G52570,AT5G53970,AT5G54300,AT5G65380
AT3G18550	AT1G77450	0.0764854050399755	0.494012484801386	1.50816199376947	AT1G10740,AT1G48100,AT1G79270,AT2G29090,AT2G31750,AT3G27170,AT4G34000,AT5G06980,AT5G47560,AT5G52570,AT5G53970,AT5G54300,AT5G65380
AT3G18550	AT5G05410	0.443621888190433	0.918767070070771	1.14938271604938	AT1G48100,AT1G79270,AT3G27170,AT5G06980,AT5G47560
AT3G18550	AT1G69490	0.0405343724701173	0.420197813977855	1.75059829059829	AT1G06040,AT1G10740,AT2G27420,AT2G31750,AT3G16910,AT3G50560,AT4G36530,AT5G23730,AT5G47560,AT5G53970,AT5G54300
AT3G18550	AT4G31800	0.00385375382289306	0.138173302536577	1.57987878787879	AT1G06040,AT1G10740,AT1G48100,AT1G70000,AT1G75810,AT1G79270,AT1G79520,AT2G21185,AT2G27420,AT2G29090,AT2G31750,AT2G38640,AT2G41250,AT3G16910,AT3G17800,AT3G19380,AT3G22840,AT3G27170,AT3G50560,AT3G56290,AT4G27657,AT5G06980,AT5G23730,AT5G47560,AT5G52570,AT5G53970,AT5G54300,AT5G65380
AT3G18550	AT4G36740	0.0111331774276137	0.220436913066751	1.56871794871795	AT1G10740,AT1G48100,AT1G70000,AT1G75810,AT1G79270,AT2G21185,AT2G27420,AT2G29090,AT2G31750,AT3G19380,AT3G22840,AT3G27170,AT3G50560,AT3G56290,AT4G27657,AT4G33660,AT4G34000,AT4G36530,AT5G06280,AT5G23730,AT5G43260,AT5G47560,AT5G54300
AT3G18550	AT4G14770	0.367106668151274	0.881056003563058	1.22098360655738	AT1G48100,AT1G70000,AT1G75810,AT3G56290,AT5G24850,AT5G53970
AT3G18550	AT5G60850	0.000329777750720405	0.108157491560667	2.10225806451613	AT1G01520,AT1G70000,AT1G75810,AT1G79270,AT1G79520,AT2G27420,AT2G31750,AT2G41250,AT3G17800,AT3G19380,AT3G22840,AT3G27170,AT4G27657,AT4G34000,AT4G36530,AT5G23730,AT5G24850,AT5G47610,AT5G52570,AT5G54300,AT5G65380
AT3G18550	AT2G36270	0.0167700580060138	0.245960850754869	1.67481481481481	AT1G01520,AT1G48100,AT1G75810,AT1G79270,AT2G27420,AT2G31750,AT3G16910,AT3G27170,AT4G27657,AT4G33660,AT4G34000,AT5G06980,AT5G24850,AT5G47560,AT5G52570,AT5G53970,AT5G54300
AT3G18550	AT2G22540	0.00418706977383566	0.138173302536577	1.96646864686469	AT1G01520,AT1G06040,AT1G10740,AT1G79520,AT2G41250,AT3G16910,AT3G17800,AT3G22840,AT3G50560,AT4G33660,AT4G34000,AT4G36530,AT5G06980,AT5G47560,AT5G52570,AT5G53970
AT3G18550	AT2G18550	0.0263944787975541	0.298634674395184	1.7037908496732	AT1G70000,AT1G79270,AT2G27420,AT2G31750,AT3G19380,AT3G27170,AT3G50560,AT4G27657,AT4G33660,AT4G36530,AT5G06280,AT5G23730,AT5G47560,AT5G54300
AT3G18550	AT1G52880	0.0166129549498999	0.245960850754869	1.85486590038314	AT1G06040,AT1G10740,AT1G70000,AT2G27420,AT2G29090,AT2G31750,AT3G16910,AT4G36530,AT5G23730,AT5G47560,AT5G53970,AT5G54300,AT5G65380
AT3G18550	AT5G66700	0.121189356171764	0.607480823342007	1.37925925925926	AT1G10740,AT1G48100,AT1G70000,AT2G21185,AT2G27420,AT3G19380,AT3G22840,AT3G27170,AT3G50560,AT4G27657,AT4G36530,AT5G06280,AT5G23730,AT5G47560
AT3G18550	AT2G01570	0.816936826439743	1	0.620666666666667	AT5G06980
AT3G18550	AT2G22430	0.00191709769659263	0.108157491560667	1.6051724137931	AT1G06040,AT1G10740,AT1G16730,AT1G48100,AT1G70000,AT1G79270,AT1G79520,AT2G21185,AT2G27420,AT2G29090,AT2G31750,AT2G41250,AT3G01210,AT3G16910,AT3G17800,AT3G19380,AT3G22840,AT3G27170,AT4G27657,AT4G33660,AT4G34000,AT4G36530,AT5G06280,AT5G06980,AT5G47560,AT5G47610,AT5G52570,AT5G53970,AT5G54300,AT5G65380
AT3G18550	AT4G01120	0.250956939530929	0.814581541428261	2.06888888888889	AT2G29090,AT5G53970
AT3G18550	AT2G43060	1	1	0	
AT3G18550	AT5G47370	0.116290842606294	0.590399662462723	1.46824372759857	AT1G06040,AT1G79270,AT2G29090,AT2G31750,AT3G19380,AT3G22840,AT3G50560,AT4G36530,AT5G23730,AT5G47560,AT5G53970
AT1G43700	AT4G01120	1	1	0	
AT1G43700	AT4G14770	1	1	0	
AT3G60490	AT5G17800	0.845853392678641	1	0.564242424242424	AT2G41870
AT3G60490	AT4G01120	0.445621870868457	0.918767070070771	1.77333333333333	AT2G29090
AT3G60490	AT1G22640	0.566049319983075	1	1.07942028985507	AT2G29090,AT2G41870
AT3G60490	AT1G27730	0.563762139721722	1	0.993066666666666	AT1G06570,AT1G64780,AT2G19650,AT2G21320,AT2G29090,AT2G41870,AT3G24190,AT4G17840,AT4G27030,AT4G33660,AT5G23730,AT5G54300
AT3G60490	AT1G77450	0.630077109107991	1	0.94040404040404	AT2G29090,AT3G24190,AT4G17840,AT5G54300,AT5G58770
AT3G60490	AT2G43060	1	1	0	
AT3G60490	AT2G22540	0.990730513874025	1	0.38	AT1G06040,AT1G64780,AT4G33660
AT3G60490	AT4G31800	0.781953789309128	1	0.864610281923715	AT1G06040,AT1G06570,AT1G64500,AT1G64780,AT1G70000,AT2G19650,AT2G29090,AT2G41870,AT3G24190,AT4G15550,AT5G23730,AT5G43450,AT5G54300,AT5G58770
AT3G60490	AT5G60850	0.96575250173977	1	0.572923076923077	AT1G70000,AT2G19650,AT2G21320,AT4G15550,AT5G23730,AT5G54300
AT5G17800	AT5G25190	1	1	0	
AT5G17800	AT2G18550	1	1	0	
AT5G17800	AT1G22640	0.222949209545979	0.741915016640401	4.13777777777778	AT2G41870
AT5G63790	AT1G69490	0.637282873297206	1	1.03444444444444	AT5G53970
AT5G63790	AT4G34000	0.235701581137876	0.771386992814867	1.77333333333333	AT2G29090,AT2G37970,AT5G53970
AT5G63790	AT1G77450	0.0449641161740258	0.420197813977855	2.06888888888889	AT1G21410,AT1G79270,AT2G29090,AT2G37970,AT4G32770,AT4G34000,AT5G53970
AT5G53210	AT1G77450	0.0862795095557166	0.512854993377834	1.48048929663609	AT1G10740,AT1G48100,AT2G37970,AT3G24190,AT4G17840,AT4G34000,AT5G06980,AT5G11650,AT5G47560,AT5G52570,AT5G54300,AT5G59400,AT5G65380
AT5G53210	AT1G22640	0.712813966972003	1	0.827555555555555	AT2G41870,AT4G34000
AT5G53210	AT4G34000	0.899881653274019	1	0.459753086419753	AT2G37970
